Dutch	English
Sun Yat-sen	Sun Yat-sen
Zondag	Sunday
Zonnewijzer	Sundial
Zonnebloem	Sunflower
Soennisme	Sunni Islam
Zonnevlek	Sunspot
Supercomputer	Supercomputer
Supergeleiding	Superconductivity
Superman	Superman
Supernova	Supernova
Hooggerechtshof (VS)	Supreme Court of the United States
Soera	Sura
Oppervlaktespanning	Surface tension
Heelkunde	Surgeon
Chirurgie	Surgery
Categorie:Heelkunde	Surgery
Suriname	Suriname
Categorie:Suriname	Suriname
Surrealisme	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Spitsbergen	Svalbard
Zwaluwen	Swallow
Zwanen	Swan
Swastika (symbool)	Swastika
Swaziland	Swaziland
Categorie:Swaziland	Swaziland
Zweden	Sweden
Categorie:Zweden	Sweden
Zweedse kroon	Swedish krona
Zoete aardappel	Sweet potato
Zwemmen	Swimming
Categorie:Zwemmen	Swimming
Zwitserse frank	Swiss franc
Categorie:Zwitsers persoon	Swiss people
Zwitserland	Switzerland
Categorie:Zwitserland	Switzerland
Zwaard (wapen)	Sword
Sydney	Sydney
Lettergreep	Syllable
Sylvia Plath	Sylvia Plath
Symbiose	Symbiosis
Symbool	Symbol
Symfonie	Symphony
Symptoom	Symptom
Synagoge	Synagogue
Vakbond	Syndicate
Synesthesie: Samenwerking tussen zintuigen	Synesthesia
Synoniem (taalkunde)	Synonym
Zinsbouw	Syntax
Synthesizer	Synthesizer
Syfilis	Syphilis
Syracuse (Italië)	Syracuse
Syrië	Syria
Categorie:Syrië	Syria
Systeem (wetenschap)	System
Systematiek	Systematics
T (letter)	T
Thomas Edward Lawrence	T. E. Lawrence
T.S. Eliot	T. S. Eliot
Tafel (meubilair)	Table (furniture)
Tafeltennis	Table tennis
Taboe	Taboo
Publius Cornelius Tacitus	Tacitus
Taekwondo	Taekwondo
Taag	Tagus
Tahiti	Tahiti
Tai chi	Tai chi chuan
Staart	Tail
Taipei	Taipei
Categorie:Taiwan	Taiwan
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tadzjikistan	Tajikistan
Categorie:Tadzjikistan	Tajikistan
Talk (mineraal)	Talc
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmoed	Talmud
Tamil Nadu	Tamil Nadu
Tampa (Florida)	Tampa
Tampere	Tampere
Tenach	Tanakh
Tang-dynastie	Tang Dynasty
Tanger	Tangier
Argentijnse tango	Tango (dance)
Tank (voertuig)	Tank
Tantalium	Tantalum
Tantalus	Tantalus
Tanzania	Tanzania
Categorie:Tanzania	Tanzania
Taoïsme	Taoism
Tapirs	Tapir
Beerdiertjes	Tardigrade
Tarn (departement)	Tarn
Dragon (plant)	Tarragon
Tartarus	Tartarus
Tartu	Tartu
Tasjkent	Tashkent
Tasmanzee	Tasman Sea
Tasmanië	Tasmania
Tasmaanse duivel	Tasmanian Devil
Smaak (zintuig)	Taste
Tatoeage	Tattoo
Tau (letter)	Tau
Stier (sterrenbeeld)	Taurus (constellation)
Bosuil	Tawny Owl
Belasting (fiscaal)	Tax
Categorie:Belasting	Taxation
Taxi (vervoer)	Taxicab
Taxon	Taxon
Taxonomie	Taxonomy
Venijnboom	Taxus baccata
Tbilisi	Tbilisi
Thee (drank)	Tea
Categorie:Thee	Tea
Onderwijzer	Teacher
Technetium	Technetium
Techno	Techno
Technologie	Technology
Categorie:Techniek	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Telecommunicatie	Telecommunication
Telegrafie	Telegraphy
Telepathie	Telepathy
Telefoon	Telephone
Telescoop (optica)	Telescope
Telescoop (sterrenbeeld)	Telescopium
Televisie	Television
Categorie:Televisie	Television
Telluur	Tellurium
Temperatuur	Temperature
Tempel	Temple
Tempel van Artemis in Efeze	Temple of Artemis
Tien geboden	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Categorie:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Categorie:Tennis	Tennis
Tenor (zangstem)	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila (drank)	Tequila
Terbium	Terbium
Termieten	Termite
Terpsichore	Terpsichore
Aardse planeet	Terrestrial planet
Terrorisme	Terrorism
Categorie:Terrorisme	Terrorism
Tertullianus	Tertullian
Tesla (eenheid)	Tesla (unit)
Teelbal	Testicle
Testosteron	Testosterone
Tetanus	Tetanus
Tethys (maan)	Tethys (moon)
Tethys (mythologie)	Tethys (mythology)
Viervlak	Tetrahedron
Tetrahydrocannabinol	Tetrahydrocannabinol
Viervoeters (biologie)	Tetrapod
Texas (staat)	Texas
Categorie:Texas	Texas
Textiel	Textile
Thailand	Thailand
Categorie:Thailand	Thailand
Thales van Milete	Thales
Thaleia	Thalia
Thallium	Thallium
Thanatos	Thanatos
Thanksgiving Day	Thanksgiving
Thanksgiving Day	Thanksgiving (Canada)
Thanksgiving Day	Thanksgiving (United States)
Thanksgiving Day	Thanksgiving (disambiguation)
Gambia (land)	The Gambia
Categorie:Gambia	The Gambia
Den Haag	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Theater (kunstvorm)	Theatre
Categorie:Toneel	Theatre
Thebe (maan)	Thebe (moon)
Thebe (Griekenland)	Thebes
Thebe (Egypte)	Thebes
Theia	Theia
Themis (godheid)	Themis
Themistocles	Themistocles
Theocratie	Theocracy
Theodoliet	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Theologie	Theology
Categorie:Theologie	Theology
Stelling (wiskunde)	Theorem
Theorie	Theory
Relativiteitstheorie	Theory of relativity
Theravada	Theravada
Thermodynamica	Thermodynamics
Categorie:Thermodynamica	Thermodynamics
Thermometer	Thermometer
Theseus	Theseus
Thessaloniki (stad)	Thessaloniki
Thessalië	Thessaly
Thèta	Theta
Thetis	Thetis
Thiamine	Thiamine
Denktank	Think tank
Derde Kruistocht	Third Crusade
Derde wereld	Third World
Dertigjarige Oorlog	Thirty Years' War
Thomas van Aquino	Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Thorium	Thorium
Thoth	Thoth
Denken	Thought
Thracië	Thrace
Thucydides (historicus)	Thucydides
Thulium	Thulium
Duim (vinger)	Thumb
Thüringen (deelstaat)	Thuringia
Categorie:Thüringen	Thuringia
Donderdag	Thursday
Buidelwolf	Thylacine
Tijm	Thyme
Thymine	Thymine
Schildklier	Thyroid
Tianjin	Tianjin
Tiber	Tiber
Tiberius Claudius Nero (zoon)	Tiberius
Tibet (gebied)	Tibet
Categorie:Tibet	Tibet
Ticino (kanton)	Ticino
Getijde (astronomie)	Tide
Vuurland	Tierra del Fuego
Tijger	Tiger
Tigris	Tigris
Lindeboom	Tilia
Timboektoe (stad)	Timbuktu
Tijd	Time
Categorie:Tijd	Time
Time (tijdschrift)	Time (magazine)
Tijdzone	Time zone
Timor	Timor
Timoer Lenk	Timur
Tin (element)	Tin
Tirana (stad)	Tirana
Weefsel (biologie)	Tissue (biology)
Echte mezen	Tit (bird)
Titaan	Titan (disambiguation)
Titan (maan)	Titan (moon)
Titaan (mythologie)	Titan (mythology)
Titania (maan)	Titania (moon)
Titanic	Titanic (disambiguation)
Titanium	Titanium
Titiaan	Titian
Titus (keizer)	Titus
Tivoli (Italië)	Tivoli
Tabak	Tobacco
Tocantins (staat)	Tocantins (state)
Vitamine E	Tocopherol
Tofoe	Tofu
Togo	Togo
Categorie:Togo	Togo
Tokio	Tokyo
Toledo (Spanje)	Toledo
Tolueen	Toluene
Tom Hanks	Tom Hanks
Tom en Jerry	Tom and Jerry
Tomaat	Tomato
Ton (massa)	Ton
Tonga (land)	Tonga
Categorie:Tonga	Tonga
Tong (anatomie)	Tongue
Toni Morrison	Toni Morrison
Ton (massa)	Tonne
Tony Blair	Tony Blair
Gereedschap	Tool
Tand	Tooth
Tandenborstel	Toothbrush
Topaas	Topaz
Topeka (Kansas)	Topeka
Topologie	Topology
Categorie:Topologie	Topology
Thora	Torah
Tornado (wervelwind)	Tornado
Toronto	Toronto
Torpedo (wapen)	Torpedo
Koppel (natuurkunde)	Torque
Landschildpadden	Tortoise
Martelen	Torture
Torus	Torus
Totalitarisme	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Ronde van Frankrijk	Tour de France
Toerisme	Tourism
Categorie:Toerisme	Tourism
Tours (Indre-et-Loire)	Tours
Toren (bouwwerk)	Tower
Toren van Babel	Tower of Babel
Tower of London	Tower of London
Stad	Town
Giftigheid	Toxicity
Toxicologie	Toxicology
Speelgoed	Toy
Toyota	Toyota
Tractor	Tractor
Handel	Trade
Vakbond	Trade union
merk	Trademark
Traditie	Tradition
Attische tragedie	Tragedy
Trein	Train
Spoorwegstation	Train station
Trajanus	Trajan
Tram	Tram
Transcendent getal	Transcendental number
Transformator	Transformer
Transistor	Transistor
Transliteratie	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Categorie:Vervoer	Transportation
Transseksualiteit	Transsexualism
Transsylvanië	Transylvania
Trapezium	Trapezoid
Verdrag	Treaty
Vrede van Versailles (1919)	Treaty of Versailles
Boom (plant)	Tree
Trente (stad)	Trento
Trenton	Trenton
Driehoek (meetkunde)	Triangle
Driehoek (sterrenbeeld)	Triangulum
Zuiderdriehoek	Triangulum Australe
Trias	Triassic
Zijrivier en aftakking	Tributary
Triceratops	Triceratops
Trier	Trier
Goniometrische functie	Trigonometric function
Goniometrie	Trigonometry
Categorie:Goniometrie	Trigonometry
Trilobieten	Trilobite
Trilogie	Trilogy
Trinidad (eiland)	Trinidad
Trinidad en Tobago	Trinidad and Tobago
Categorie:Trinidad en Tobago	Trinidad and Tobago
2,4,6-trinitrotolueen	Trinitrotoluene
Drie-eenheid	Trinity
Tripoli (Libië)	Tripoli
Triskelion	Triskelion
Tritium	Tritium
Triton (maan)	Triton (moon)
Triton (mythologie)	Triton (mythology)
Triomfboog	Triumphal arch
Paard van Troje	Trojan Horse
Trojaanse Oorlog	Trojan War
Trojaans paard (computers)	Trojan horse (computing)
Trol	Troll
Troll (internet)	Troll (Internet)
Trolleybus	Trolleybus
Trombone	Trombone
Trondheim	Trondheim
Kreeftskeerkring	Tropic of Cancer
Steenbokskeerkring	Tropic of Capricorn
Tropen	Tropics
Troposfeer	Troposphere
Trotskisme	Trotskyism
Troje	Troy
Vrachtauto	Truck
Trumandoctrine	Truman Doctrine
Trompet	Trumpet
Waarheid	Truth
Trygve Lie	Trygve Lie
Tryptofaan	Tryptophan
Tsaar	Tsar
Tsunami	Tsunami
Toeareg	Tuareg
Tuba (instrument)	Tuba
Truffel	Tuber (genus)
Tuberculose	Tuberculosis
Toekan (sterrenbeeld)	Tucana
Tucson	Tucson
Dinsdag	Tuesday
Tulp	Tulip
Tumor	Tumor
Toendra	Tundra
Wolfraam	Tungsten
Manteldieren	Tunicate
Tunis	Tunis
Tunesië	Tunisia
Categorie:Tunesië	Tunisia
Tunnel	Tunnel
Turbine	Turbine
Turijn (stad)	Turin
Turingmachine	Turing machine
Turkije	Turkey
Categorie:Turkije	Turkey
Turkmenistan	Turkmenistan
Categorie:Turkmenistan	Turkmenistan
Curcuma longa	Turmeric
Schildpadden	Turtle
Toscane	Tuscany
Tuvalu	Tuvalu
Categorie:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Schrijfmachine	Typewriter
Typhon	Typhon
Typografie	Typography
Categorie:Typografie	Typography
Tyrannosaurus	Tyrannosaurus
Tyrus	Tyre
Tirol (deelstaat)	Tyrol (state)
Tyrreense Zee	Tyrrhenian Sea
U (letter)	U
United Nations Educational, Scientific and Cultural Organization	UNESCO
Oefa	Ufa
Oeganda	Uganda
Categorie:Oeganda	Uganda
Oekraïne	Ukraine
Categorie:Oekraïne	Ukraine
Ulaanbaatar	Ulan Bator
Ulster	Ulster
Ultrageluid	Ultrasound
Ultraviolet	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Paraplu	Umbrella
Umbrië	Umbria
Onzekerheidsrelatie van Heisenberg	Uncertainty principle
Werkloosheid	Unemployment
Eenhoorn (fabeldier)	Unicorn
Unidentified Flying Object	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Vereniging (verzamelingenleer)	Union (set theory)
Verenigde Arabische Emiraten	United Arab Emirates
Categorie:Verenigde Arabische Emiraten	United Arab Emirates
Verenigde Arabische Republiek	United Arab Republic
Verenigd Koninkrijk	United Kingdom
Categorie:Verenigd Koninkrijk	United Kingdom
Verenigde Naties	United Nations
Categorie:Verenigde Naties	United Nations
UNICEF	United Nations Children's Fund
Verenigde Staten	United States
Categorie:Verenigde Staten	United States
United States Air Force	United States Air Force
Amerikaans Congres	United States Congress
Grondwet van de Verenigde Staten	United States Constitution
Huis van Afgevaardigden (Verenigde Staten)	United States House of Representatives
West Point (academie)	United States Military Academy
United States Navy	United States Navy
Amerikaanse Senaat	United States Senate
Amerikaanse Maagdeneilanden	United States Virgin Islands
Amerikaanse dollar	United States dollar
Heelal	Universe
Universiteit	University
Universiteit van Chicago	University of Chicago
Universiteit van Pennsylvania	University of Pennsylvania
Unix	Unix
Categorie:Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtritium	Ununtrium
Upanishad	Upanishad
Uppsala (stad)	Uppsala
Ypsilon	Upsilon
Ur (Sumer)	Ur
Uracil	Uracil
Oeral (gebergte)	Ural Mountains
Urania (Muze)	Urania
Uranium	Uranium
Uranus (planeet)	Uranus
Categorie:Uranus	Uranus
Uranus (god)	Uranus (mythology)
Urdu	Urdu
Ureum	Urea
Urine	Urine
Grote Beer	Ursa Major
Kleine Beer	Ursa Minor
Uruguay	Uruguay
Categorie:Uruguay	Uruguay
Utah	Utah
Categorie:Utah	Utah
Baarmoeder	Uterus
Utilitarisme	Utilitarianism
Utopie	Utopia
Utrecht (stad)	Utrecht (city)
Utrecht (provincie)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Oezbekistan	Uzbekistan
Categorie:Oezbekistan	Uzbekistan
V (letter)	V
Vaccin	Vaccine
Vacuole	Vacuole
Vacuüm	Vacuum
Elektronenbuis	Vacuum tube
Vaduz	Vaduz
Vagina	Vagina
Valence (Drôme)	Valence
Valentie (chemie)	Valence (chemistry)
Valencia (stad)	Valencia
Valencia	Valencia
Valentina Teresjkova	Valentina Tereshkova
Valentijnsdag	Valentine's Day
Walhalla (mythologie)	Valhalla
Walkure	Valkyrie
Valletta	Valletta
Dal	Valley
Vampier	Vampire
Vanadium	Vanadium
Vancouver	Vancouver
Vancouvereiland	Vancouver Island
Vandalisme	Vandalism
Wanen	Vanir
Vanuatu	Vanuatu
Categorie:Vanuatu	Vanuatu
Var (departement)	Var (department)
Variantie	Variance
Varna (stad)	Varna
Vaatplanten	Vascular plant
Vaticaanstad	Vatican City
Categorie:Vaticaanstad	Vatican City
Vector (wiskunde)	Vector (spatial)
Wega	Vega
Groente	Vegetable
Vegetarisme	Vegetarianism
Ader (anatomie)	Vein
Zeilen (sterrenbeeld)	Vela (constellation)
Velociraptor	Velociraptor
Snelheid	Velocity
Veneto	Veneto
Venezuela	Venezuela
Categorie:Venezuela	Venezuela
Venetië (stad)	Venice
Venus (planeet)	Venus
Venus	Venus (disambiguation)
Venus (godheid)	Venus (mythology)
Werkwoord	Verb
Vermont	Vermont
Categorie:Vermont	Vermont
Verona (stad)	Verona
Versailles	Versailles
Wervel (anatomie)	Vertebra
Wervelkolom	Vertebral column
Gewervelden	Vertebrate
Vespasianus	Vespasian
Vesta (mythologie)	Vesta (mythology)
Veto	Veto
Vicepresident van de Verenigde Staten	Vice President of the United States
Vichy (Allier)	Vichy
Victor Hugo	Victor Hugo
Victoria (Seychellen)	Victoria
Victoria (Canada)	Victoria
Victoria	Victoria
Victoria (Australië)	Victoria (Australia)
Victoriavallen	Victoria Falls
Video	Video
Computerspel	Video game
Wenen	Vienna
Categorie:Wenen	Vienna
Vienne (departement)	Vienne
Vientiane (stad)	Vientiane
Vietnam	Vietnam
Categorie:Vietnam	Vietnam
Vietnamoorlog	Vietnam War
Categorie:Vietnamoorlog	Vietnam War
Vikingen	Viking
Vilfredo Pareto	Vilfredo Pareto
Dorp	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Azijn	Vinegar
Altviool	Viola
Geweld	Violence
Viool	Violin
Vergilius	Virgil
Maagdeneilanden	Virgin Islands
Virginia (staat)	Virginia
Categorie:Virginia	Virginia
Virginia Woolf	Virginia Woolf
Maagd (geneeskunde)	Virginity
Maagd (sterrenbeeld)	Virgo (constellation)
Virtueel geheugen	Virtual memory
Virtual reality	Virtual reality
Deugd	Virtue
Virus (biologie)	Virus
Viscositeit	Viscosity
Vishnoe	Vishnu
Wisła (rivier)	Vistula
Vitamine	Vitamin
Retinol	Vitamin A
Pyridoxine	Vitamin B6
Vitamine D	Vitamin D
Fytomenadion	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Poetin	Vladimir Putin
Vladivostok	Vladivostok
Vocatief	Vocative case
Wodka	Vodka
Vliegende Vis (sterrenbeeld)	Volans
Vulkaan	Volcano
Categorie:Vulkanologie	Volcanology
Vulkanologie	Volcanology
Wolga	Volga River
Wolgograd	Volgograd
Volleybal	Volleyball
Categorie:Volleybal	Volleyball
Volt (eenheid)	Volt
Elektrische spanning	Voltage
Voltaire	Voltaire
Inhoud	Volume
Braken (lichaamsfunctie)	Vomiting
Voodoo	Voodoo
Klinker (klank)	Vowel
Vulcanus (mythologie)	Vulcan (mythology)
Vulgair Latijn	Vulgar Latin
Vulgaat	Vulgate
Vosje	Vulpecula
Vulva	Vulva
W (letter)	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahabisme	Wahhabism
Wake (eiland)	Wake Island
Wales	Wales
Categorie:Wales	Wales
Juglans	Walnut
Walrus	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Oorlog	War
Categorie:Oorlog	War
Oorlogsmisdaad	War crime
Spaanse Successieoorlog	War of the Spanish Succession
Rozenoorlogen	Wars of the Roses
Warschau	Warsaw
Wrat	Wart
Wasmachine	Washing machine
Washington D.C.	Washington
Washington (staat)	Washington
Categorie:Washington	Washington
Washington	Washington (disambiguation)
Wassily Kandinsky	Wassily Kandinsky
Afval (vuilnis)	Waste
Water	Water
Categorie:Water	Water
Waterpolo	Water polo
Waterval	Waterfall
Watergateschandaal	Watergate scandal
Watermeloen	Watermelon
Watt	Watt
Kilowattuur	Watt-hour
Golf (natuurkunde)	Wave
Golflengte	Wavelength
Was (substantie)	Wax
Zwakke kernkracht	Weak interaction
Gevechtswapen	Weapon
Weer (meteorologie)	Weather
Webbrowser	Web browser
Webpagina	Web page
Webcam	Webcam
Weber (eenheid)	Weber (unit)
Website	Website
Woensdag	Wednesday
Week	Week
Gewicht	Weight
Gewichtheffen	Weightlifting
Weimar	Weimar
Weimarrepubliek	Weimar Republic
Lassen	Welding
Wellington (stad)	Wellington
Weerwolf	Werewolf
Wernher von Braun	Wernher von Braun
Wezer	Weser River
West	West
West-Afrika	West Africa
Westelijke Jordaanoever	West Bank
West-Bengalen	West Bengal
West-Berlijn	West Berlin
West-Duitsland	West Germany
West Sussex	West Sussex
West Virginia	West Virginia
Categorie:West Virginia	West Virginia
West-Australië	Western Australia
West-Romeinse Rijk	Western Roman Empire
Westelijke Sahara	Western Sahara
Categorie:Westelijke Sahara	Western Sahara
Westminster Abbey	Westminster Abbey
Walvissen	Whale
Tarwe	Wheat
Wiel (voortbeweging)	Wheel
Whisky	Whisky
Witte Huis (Washington D.C.)	White House
Witte Zee	White Sea
Witte bloedcel	White blood cell
Witte dwerg	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Wide Area Network	Wide area network
Wiesbaden	Wiesbaden
Wilde kat	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testament (akte)	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Wilhelm I van Duitsland	William I
Wilhelm II van Duitsland	William II
William James	William James
William McKinley	William McKinley
William Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
Willem van Ockham	William of Ockham
Wilg	Willow
Willy Brandt	Willy Brandt
Blaasinstrument	Wind instrument
Windenergie	Wind power
Windhoek	Windhoek
Windmolen	Windmill
Venster (muur)	Window
Wijn	Wine
Categorie:Wijn	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Winter
Olympische Winterspelen	Winter Olympic Games
Categorie:Olympische Winterspelen	Winter Olympic Games
Wisconsin	Wisconsin
Categorie:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Vrouw	Woman
Hout	Wood
Woodrow Wilson	Woodrow Wilson
Houtblazer	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Woord	Word
Tekstverwerker	Word processor
Wereldbank	World Bank
Wereldgezondheidsorganisatie	World Health Organization
World Meteorological Organization	World Meteorological Organization
World Trade Center (New York)	World Trade Center
Wereldhandelsorganisatie	World Trade Organization
Eerste Wereldoorlog	World War I
Categorie:Eerste Wereldoorlog	World War I
Tweede Wereldoorlog	World War II
Categorie:Tweede Wereldoorlog	World War II
Wereldwijde web	World Wide Web
Categorie:World Wide Web	World Wide Web
Wereldoorlog	World war
Worm (dieren)	Worm
Wormgat	Wormhole
Auteur	Writer
Schrift	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Categorie:Wyoming	Wyoming
X (letter)	X
Röntgenstraling	X-ray
Xenarthra	Xenarthra
Xenon	Xenon
Xenophanes	Xenophanes
Xenofobie	Xenophobia
Xenophon	Xenophon
Xi (letter)	Xi
Sinkiang	Xinjiang
Xylofoon	Xylophone
Y (letter)	Y
JHWH	Yahweh
Jak	Yak
Yakuza	Yakuza
Yale-universiteit	Yale University
Jalta	Yalta
Conferentie van Jalta	Yalta Conference
Rangoon (stad)	Yangon
Blauwe Rivier	Yangtze River
Yard	Yard
Yasser Arafat	Yasser Arafat
Jaar	Year
Categorie:Jaren	Years
Gist	Yeast
Geel (kleur)	Yellow
Gele Rivier	Yellow River
Gele Zee	Yellow Sea
Nationaal park Yellowstone	Yellowstone National Park
Jemen	Yemen
Categorie:Jemen	Yemen
Jenisej	Yenisei River
Jerevan	Yerevan
Verschrikkelijke sneeuwman	Yeti
Yggdrasil	Yggdrasil
Jojo (speelgoed)	Yo-yo
Yoga	Yoga
Yoghurt	Yoghurt
Yoko Ono	Yoko Ono
Yokohama (stad)	Yokohama
Jom Kipoer	Yom Kippur
Jom Kipoeroorlog	Yom Kippur War
York (Engeland)	York
Nationaal park Yosemite	Yosemite National Park
Elasticiteitsmodulus	Young's modulus
Ytterbium	Ytterbium
Yttrium	Yttrium
Yuan-dynastie	Yuan Dynasty
Joegoslavië	Yugoslavia
Categorie:Joegoslavië	Yugoslavia
Yukon Territory	Yukon
Yunnan	Yunnan
Joeri Gagarin	Yuri Gagarin
Z (letter)	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambia	Zambia
Categorie:Zambia	Zambia
Zanzibar (eiland)	Zanzibar
Zaragoza (stad)	Zaragoza
