Thai	English
อิปไซลอน	Upsilon
ยูเรเนียม	Uranium
ดาวยูเรนัส	Uranus
ภาษาอูรดู	Urdu
กลุ่มดาวหมีใหญ่	Ursa Major
กลุ่มดาวหมีเล็ก	Ursa Minor
ประเทศอุรุกวัย	Uruguay
หมวดหมู่:ประเทศอุรุกวัย	Uruguay
มลรัฐยูทาห์	Utah
หมวดหมู่:มลรัฐยูทาห์	Utah
รัฐอุตตรประเทศ	Uttar Pradesh
ประเทศอุซเบกิสถาน	Uzbekistan
V	V
วัคซีน	Vaccine
แวคิวโอล	Vacuole
สุญญากาศ	Vacuum
ช่องคลอด	Vagina
บาเลนเซีย	Valencia
วาเลนเซีย (แก้ความกำกวม)	Valencia
วาเลนตีนา เตเรชโควา	Valentina Tereshkova
วันวาเลนไทน์	Valentine's Day
วาลคิรี	Valkyrie
แวมไพร์	Vampire
วาเนเดียม	Vanadium
ประเทศวานูอาตู	Vanuatu
นครรัฐวาติกัน	Vatican City
ผัก	Vegetable
หลอดเลือดดำ	Vein
กลุ่มดาวใบเรือ	Vela (constellation)
เวโลซีแรปเตอร์	Velociraptor
ความเร็ว	Velocity
ประเทศเวเนซุเอลา	Venezuela
หมวดหมู่:ประเทศเวเนซุเอลา	Venezuela
เวนิส	Venice
ดาวศุกร์	Venus
วีนัส (เทพปกรณัม)	Venus (mythology)
มลรัฐเวอร์มอนต์	Vermont
หมวดหมู่:มลรัฐเวอร์มอนต์	Vermont
กระดูกสันหลัง	Vertebral column
สัตว์มีกระดูกสันหลัง	Vertebrate
การยับยั้ง	Veto
รองประธานาธิบดีแห่งสหรัฐอเมริกา	Vice President of the United States
วิคตอเรีย	Victoria
รัฐวิกตอเรีย	Victoria (Australia)
น้ำตกวิกตอเรีย	Victoria Falls
วิดีโอ	Video
เกมคอมพิวเตอร์และวิดีโอเกม	Video game
เวียนนา	Vienna
เวียงจันทน์	Vientiane
ประเทศเวียดนาม	Vietnam
หมวดหมู่:ประเทศเวียดนาม	Vietnam
สงครามเวียดนาม	Vietnam War
ไวกิง	Viking
หมู่บ้าน	Village
วิลนีอุส	Vilnius
ฟินเซนต์ ฟาน ก็อกฮ์	Vincent van Gogh
วิโอลา	Viola
ไวโอลิน	Violin
มลรัฐเวอร์จิเนีย	Virginia
หมวดหมู่:มลรัฐเวอร์จิเนีย	Virginia
กลุ่มดาวหญิงสาว	Virgo (constellation)
ความเป็นจริงเสมือน	Virtual reality
ไวรัส	Virus
พระวิษณุ	Vishnu
วิตามิน	Vitamin
วิตามินเอ	Vitamin A
วิตามินบี6	Vitamin B6
วิตามินซี	Vitamin C
วิตามินดี	Vitamin D
ไวทัส เบริ่ง	Vitus Bering
วลาดิมีร์ เลนิน	Vladimir Lenin
วลาดิมีร์ ปูติน	Vladimir Putin
วอดก้า	Vodka
กลุ่มดาวปลาบิน	Volans
ภูเขาไฟ	Volcano
แม่น้ำโวลก้า	Volga River
วอลเลย์บอล	Volleyball
หมวดหมู่:วอลเลย์บอล	Volleyball
โวลต์	Volt
ความต่างศักย์	Voltage
วอลแตร์	Voltaire
ลัทธิวูดู	Voodoo
สระ (สัทศาสตร์)	Vowel
กลุ่มดาวหมาจิ้งจอก	Vulpecula
ช่องสังวาส	Vulva
W	W
WYSIWYG	WYSIWYG
วะฮาบีย์	Wahhabism
เกาะเวก	Wake Island
เวลส์	Wales
หมวดหมู่:เวลส์	Wales
วอลนัต	Walnut
วอลรัส	Walrus
วอลต์ ดิสนีย์	Walt Disney
สงคราม	War
หมวดหมู่:สงคราม	War
สงครามสืบราชบัลลังก์สเปน	War of the Spanish Succession
สงครามดอกกุหลาบ	Wars of the Roses
วอร์ซอ	Warsaw
วอชิงตัน ดี.ซี.	Washington
มลรัฐวอชิงตัน	Washington
หมวดหมู่:มลรัฐวอชิงตัน	Washington
วอชิงตัน	Washington (disambiguation)
ขยะมูลฝอย	Waste
น้ำ	Water
หมวดหมู่:น้ำ	Water
น้ำตก	Waterfall
วัตต์	Watt
คลื่น	Wave
ความยาวคลื่น	Wavelength
อาวุธ	Weapon
เว็บเบราว์เซอร์	Web browser
เว็บเพจ	Web page
เว็บแคม	Webcam
เว็บไซต์	Website
วันพุธ	Wednesday
สัปดาห์	Week
น้ำหนัก	Weight
ยกน้ำหนัก	Weightlifting
สาธารณรัฐไวมาร์	Weimar Republic
การเชื่อมโลหะ	Welding
มนุษย์หมาป่า	Werewolf
ทิศตะวันตก	West
แอฟริกาตะวันตก	West Africa
เวสต์แบงก์	West Bank
รัฐเบงกอลตะวันตก	West Bengal
เบอร์ลินตะวันตก	West Berlin
ประเทศเยอรมนีตะวันตก	West Germany
มลรัฐเวสต์เวอร์จิเนีย	West Virginia
เวสเทิร์นสะฮารา	Western Sahara
วาฬ	Whale
ข้าวสาลี	Wheat
ล้อ	Wheel
วิสกี้	Whisky
ทำเนียบขาว	White House
ทะเลขาว	White Sea
เม็ดเลือดขาว	White blood cell
ดาวแคระขาว	White dwarf
แวน	Wide area network
วิลเลียม เฮอร์เชล	William Herschel
สมเด็จพระจักรพรรดิวิลเฮล์มที่ 2 แห่งเยอรมนี	William II
วิลเลียม โรวัน แฮมิลตัน	William Rowan Hamilton
วิลเลียม เชกสเปียร์	William Shakespeare
วิลเลียม ชอกลีย์	William Shockley
พลังงานลม	Wind power
วินด์ฮุก	Windhoek
ไวน์	Wine
หมวดหมู่:ไวน์	Wine
วินสตัน เชอร์ชิลล์	Winston Churchill
ฤดูหนาว	Winter
โอลิมปิกฤดูหนาว	Winter Olympic Games
มลรัฐวิสคอนซิน	Wisconsin
โวล์ฟกัง อะมาเดอุส โมซาร์ท	Wolfgang Amadeus Mozart
โวล์ฟกัง เอิร์นสต์ เปาลี	Wolfgang Pauli
ผู้หญิง	Woman
ไม้	Wood
คำ	Word
โปรแกรมประมวลผลคำ	Word processor
ธนาคารโลก	World Bank
องค์การอนามัยโลก	World Health Organization
เวิลด์เทรดเซ็นเตอร์	World Trade Center
องค์การการค้าโลก	World Trade Organization
สงครามโลกครั้งที่หนึ่ง	World War I
หมวดหมู่:สงครามโลกครั้งที่หนึ่ง	World War I
สงครามโลกครั้งที่สอง	World War II
หมวดหมู่:สงครามโลกครั้งที่สอง	World War II
เวิลด์ไวด์เว็บ	World Wide Web
สงครามโลก	World war
นักเขียน	Writer
ระบบการเขียน	Writing system
อู่ฮั่น	Wuhan
มลรัฐไวโอมิง	Wyoming
X	X
รังสีเอกซ์	X-ray
Xenarthra	Xenarthra
ซีนอน	Xenon
ไซ (อักษรกรีก)	Xi
เขตปกครองตนเองซินเจียงอุยกูร์	Xinjiang
ระนาด	Xylophone
Y	Y
จามรี	Yak
ยากูซ่า	Yakuza
มหาวิทยาลัยเยล	Yale University
ย่างกุ้ง	Yangon
แม่น้ำแยงซี	Yangtze River
หลา	Yard
ยัสเซอร์ อาราฟัต	Yasser Arafat
ปี	Year
ยีสต์	Yeast
สีเหลือง	Yellow
แม่น้ำฮวงโห	Yellow River
ทะเลเหลือง	Yellow Sea
อุทยานแห่งชาติเยลโลว์สโตน	Yellowstone National Park
ประเทศเยเมน	Yemen
เยเรวาน	Yerevan
เยติ	Yeti
นมเปรี้ยว	Yoghurt
โยโกะ โอโนะ	Yoko Ono
โยะโกะฮะมะ	Yokohama
อุทยานแห่งชาติโยเซมิตี	Yosemite National Park
มอดุลัสของยัง	Young's modulus
อิตเทอร์เบียม	Ytterbium
อิตเทรียม	Yttrium
ราชวงศ์หยวน	Yuan Dynasty
ยูโกสลาเวีย	Yugoslavia
มณฑลยูนนาน	Yunnan
ยูริ กาการิน	Yuri Gagarin
Z	Z
ซาเกร็บ	Zagreb
ประเทศแซมเบีย	Zambia
แซนซิบาร์	Zanzibar
ซาราโกซา	Zaragoza
ม้าลาย	Zebra
เซน	Zen
จุดจอมฟ้า	Zenith
ซีตา	Zeta
ซุส	Zeus
ซิกกูแรต	Ziggurat
ประเทศซิมบับเว	Zimbabwe
สังกะสี	Zinc
ไซออนนิสม์	Zionism
เซอร์โคเนียม	Zirconium
จักรราศี	Zodiac
ซอมบี้	Zombie
สวนสัตว์	Zoo
สัตววิทยา	Zoology
หมวดหมู่:สัตววิทยา	Zoology
ซาราธุสตรา	Zoroaster
ศาสนาโซโรอัสเตอร์	Zoroastrianism
