Serbian	English
Уницеф	United Nations Children's Fund
Сједињене Америчке Државе	United States
Категорија:Сједињене Америчке Државе	United States
Конгрес Сједињених Америчких Држава	United States Congress
Устав Сједињених Америчких Држава	United States Constitution
Сенат Сједињених Америчких Држава	United States Senate
Америчка Девичанска острва	United States Virgin Islands
Амерички долар	United States dollar
Свемир	Universe
Универзитет у Пенсилванији	University of Pennsylvania
Уникс	Unix
Категорија:Уникс	Unix
Унунбијум	Ununbium
Унунхексијум	Ununhexium
Унунпентијум	Ununpentium
Унунквадијум	Ununquadium
Унунтријум	Ununtrium
Упсала	Uppsala
Ур	Ur
Урацил	Uracil
Урал (планина)	Ural Mountains
Уранија	Urania
Уранијум	Uranium
Уран (планета)	Uranus
Уран (митологија)	Uranus (mythology)
Урду	Urdu
Уругвај	Uruguay
Категорија:Уругвај	Uruguay
Јута (држава)	Utah
Материца	Uterus
Утилитаризам	Utilitarianism
Утопија	Utopia
Утрехт	Utrecht (city)
Утар Прадеш	Uttar Pradesh
Узбекистан	Uzbekistan
Категорија:Узбекистан	Uzbekistan
Вакуола	Vacuole
Вакуум	Vacuum
Електронска цев	Vacuum tube
Вадуц	Vaduz
Вагина	Vagina
Валенсија	Valencia
Валентина Терешкова	Valentina Tereshkova
Валкире	Valkyrie
Валета	Valletta
Вампир	Vampire
Ванадијум	Vanadium
Ванкувер	Vancouver
Вандализам	Vandalism
Вануату	Vanuatu
Вар (департман)	Var (department)
Варна	Varna
Ватикан	Vatican City
Категорија:Ватикан	Vatican City
Вектор	Vector (spatial)
Поврће	Vegetable
Vegetarijanstvo	Vegetarianism
Венето	Veneto
Венецуела	Venezuela
Категорија:Венецуела	Venezuela
Венеција	Venice
Венера (планета)	Venus
Венера	Venus (disambiguation)
Венера (митологија)	Venus (mythology)
Глаголи	Verb
Вермонт	Vermont
Верона	Verona
Версај	Versailles
Кичмењаци	Vertebrate
Веспазијан	Vespasian
Вето	Veto
Виктор Иго	Victor Hugo
Викторија (Сејшели)	Victoria
Викторија (град)	Victoria
Викторија	Victoria
Викторија (Аустралија)	Victoria (Australia)
Викторијини водопади	Victoria Falls
Видео	Video
Рачунарска игра	Video game
Беч	Vienna
Категорија:Беч	Vienna
Вијен (департман)	Vienne
Вијентијан	Vientiane
Вијетнам	Vietnam
Категорија:Вијетнам	Vietnam
Вијетнамски рат	Vietnam War
Категорија:Вијетнамски рат	Vietnam War
Викинзи	Viking
Вилфредо Парето	Vilfredo Pareto
Село	Village
Виљњус	Vilnius
Винсент ван Гог	Vincent van Gogh
Винћенцо Белини	Vincenzo Bellini
Виола	Viola
Насиље	Violence
Виолина	Violin
Вергилије	Virgil
Девичанска острва	Virgin Islands
Вирџинија	Virginia
Вирџинија Вулф	Virginia Woolf
Виртуелна стварност	Virtual reality
Врлина	Virtue
Вирус	Virus
Вишну	Vishnu
Висла	Vistula
Vitamini	Vitamin
Ретинол	Vitamin A
Витамин Б6	Vitamin B6
Витамин Ц	Vitamin C
Нафтокинон	Vitamin K
Витус Беринг	Vitus Bering
Вивијен Ли	Vivien Leigh
Владимир Иљич Уљанов Лењин	Vladimir Lenin
Владимир Набоков	Vladimir Nabokov
Владимир Путин	Vladimir Putin
Владивосток	Vladivostok
Вокатив	Vocative case
Вотка	Vodka
Вулкан	Volcano
Категорија:Вулканологија	Volcanology
Волга (река)	Volga River
Волгоград	Volgograd
Одбојка	Volleyball
Категорија:Одбојка	Volleyball
Волт	Volt
Електрични напон	Voltage
Volter	Voltaire
Повраћање	Vomiting
Вуду	Voodoo
Вулкан (митологија)	Vulcan (mythology)
Вулгарни латински	Vulgar Latin
Вулгата	Vulgate
Vulva	Vulva
Вехабизам	Wahhabism
Вејк	Wake Island
Велс	Wales
Категорија:Велс	Wales
Orah	Walnut
Морж	Walrus
Волт Дизни	Walt Disney
Волт Витмен	Walt Whitman
Валтер Гропијус	Walter Gropius
Волтер Скот	Walter Scott
Рат	War
Категорија:Ратови	War
Ратни злочини	War crime
Рат за шпанско наслеђе	War of the Spanish Succession
Ратови ружа	Wars of the Roses
Варшава	Warsaw
Вашингтон (град)	Washington
Вашингтон (држава)	Washington
Вашингтон	Washington (disambiguation)
Василиј Васиљевич Кандински	Wassily Kandinsky
Отпад	Waste
Вода	Water
Категорија:Вода	Water
Ватерполо	Water polo
Водопад	Waterfall
Лубеница	Watermelon
Ват	Watt
Талас (физика)	Wave
Таласна дужина	Wavelength
Восак	Wax
Оружје	Weapon
Браузер	Web browser
Вебер (јединица)	Weber (unit)
Среда	Wednesday
Седмица	Week
Тежина	Weight
Дизање тегова	Weightlifting
Вајмар	Weimar
Вајмарска Република	Weimar Republic
Заваривање	Welding
Велингтон	Wellington
Вукодлак	Werewolf
Вернер фон Браун	Wernher von Braun
Запад	West
Западна Африка	West Africa
Западна обала	West Bank
Западни Бенгал	West Bengal
Западни Берлин	West Berlin
Западна Немачка	West Germany
Западна Вирџинија	West Virginia
Западна Аустралија	Western Australia
Западно римско царство	Western Roman Empire
Западна Сахара	Western Sahara
Категорија:Западна Сахара	Western Sahara
Пшеница	Wheat
Точак	Wheel
Виски	Whisky
Бела кућа	White House
Бело море	White Sea
Бела крвна зрнца	White blood cell
Beli patuljak	White dwarf
Вајтхорс	Whitehorse
Vika	Wicca
Висбаден	Wiesbaden
Дивља мачка	Wildcat
Тестамент	Will (law)
Вилијам Блејк	William Blake
Вилијам Батлер Јејтс	William Butler Yeats
Вилијам Фокнер	William Faulkner
Вилхелм Хершел	William Herschel
Вилијам Хауард Тафт	William Howard Taft
Вилхелм II Немачки	William II
Вилијам Макинли	William McKinley
Вилијам Роуан Хамилтон	William Rowan Hamilton
Вилијам Шекспир	William Shakespeare
Вилијам Окамски	William of Ockham
Врба	Willow
Вили Брант	Willy Brandt
Виндхук	Windhoek
Вјетрењача	Windmill
Прозор	Window
Вино	Wine
Винипег (град)	Winnipeg
Винстон Черчил	Winston Churchill
Зима	Winter
Зимске олимпијске игре	Winter Olympic Games
Категорија:Зимске олимпијске игре	Winter Olympic Games
Висконсин	Wisconsin
Волфганг Амадеус Моцарт	Wolfgang Amadeus Mozart
Волфганг Паули	Wolfgang Pauli
Жена	Woman
Вудро Вилсон	Woodrow Wilson
Дрвени дувачки инструменти	Woodwind instrument
Вуди Ален	Woody Allen
Реч	Word
Текст процесор	Word processor
Светска банка	World Bank
Светска здравствена организација	World Health Organization
Светски трговински центар	World Trade Center
Светска трговинска организација	World Trade Organization
Први светски рат	World War I
Категорија:Први светски рат	World War I
Други светски рат	World War II
Категорија:Други светски рат	World War II
WWW	World Wide Web
Црвоточина	Wormhole
Писац	Writer
Вухан	Wuhan
Вајоминг	Wyoming
Рентгенски зраци	X-ray
Ксенон	Xenon
Ксенофан	Xenophanes
Ксенофобија	Xenophobia
Ксенофонт	Xenophon
Ксилофон	Xylophone
Јакузе	Yakuza
Рангун	Yangon
Јангцекјанг	Yangtze River
Јард	Yard
Јасер Арафат	Yasser Arafat
Година	Year
Жута боја	Yellow
Хоангхо	Yellow River
Жуто море	Yellow Sea
Јелоустоун	Yellowstone National Park
Јемен	Yemen
Категорија:Јемен	Yemen
Јенисеј	Yenisei River
Јереван	Yerevan
Јети	Yeti
Joga	Yoga
Јогурт	Yoghurt
Јокохама	Yokohama
Јом кипур	Yom Kippur
Јом Кипурски рат	Yom Kippur War
Јорк	York
Итербијум	Ytterbium
Итријум	Yttrium
Југославија	Yugoslavia
Категорија:Југославија	Yugoslavia
Јукон	Yukon
Јуриј Гагарин	Yuri Gagarin
Закари Тејлор	Zachary Taylor
Загреб	Zagreb
Замбези	Zambezi
Замбија	Zambia
Категорија:Замбија	Zambia
Сарагоса	Zaragoza
Зебра	Zebra
Зен	Zen
Зенит	Zenith
Зенон (цар)	Zeno (emperor)
Zenon iz Kitijuma	Zeno of Citium
Зенон из Елеје	Zeno of Elea
Зевс	Zeus
Зевс	Zeus (disambiguation)
Зигурат	Ziggurat
Зимбабве	Zimbabwe
Категорија:Зимбабве	Zimbabwe
Цинк	Zinc
Ционизам	Zionism
Цирконијум	Zirconium
Зодијак	Zodiac
Зомби	Zombie
Zoološki vrt	Zoo
Зоологија	Zoology
Категорија:Зоологија	Zoology
Заратуштра	Zoroaster
