Bulgarian	English
Уганда	Uganda
Категория:Уганда	Uganda
Украйна	Ukraine
Категория:Украйна	Ukraine
Улан Батор	Ulan Bator
Ълстър	Ulster
Ултразвук	Ultrasound
Ултравиолетови лъчи	Ultraviolet
Юлисис Грант	Ulysses S. Grant
Умбрия	Umbria
Съотношение на неопределеност на Хайзенберг	Uncertainty principle
Безработица	Unemployment
Еднорог	Unicorn
НЛО	Unidentified flying object
Унифициран локатор на ресурси	Uniform Resource Locator
Обединени арабски емирства	United Arab Emirates
Категория:Обединени арабски емирства	United Arab Emirates
Обединена арабска република	United Arab Republic
Обединено кралство Великобритания и Северна Ирландия	United Kingdom
Категория:Обединено кралство	United Kingdom
Организация на обединените нации	United Nations
Категория:ООН	United Nations
УНИЦЕФ	United Nations Children's Fund
Съединени американски щати	United States
Категория:САЩ	United States
Военновъздушни сили на Съединените американски щати	United States Air Force
Конгрес на САЩ	United States Congress
Конституция на САЩ	United States Constitution
Камара на представителите на САЩ	United States House of Representatives
Военна академия на Съединените щати	United States Military Academy
Военноморски сили на Съединените американски щати	United States Navy
Сенат на САЩ	United States Senate
Американски Вирджински острови	United States Virgin Islands
Щатски долар	United States dollar
Вселена	Universe
Университет	University
Юникс	Unix
Упсала	Uppsala
Ипсилон	Upsilon
Ур	Ur
Урацил	Uracil
Урал (планина)	Ural Mountains
Урания	Urania
Уран (елемент)	Uranium
Уран (планета)	Uranus
Категория:Уран	Uranus
Уран (митология)	Uranus (mythology)
Урду	Urdu
Карбамид	Urea
Голяма мечка (съзвездие)	Ursa Major
Малка мечка (съзвездие)	Ursa Minor
Уругвай	Uruguay
Категория:Уругвай	Uruguay
Юта	Utah
Категория:Юта	Utah
Матка	Uterus
Утопия	Utopia
Утрехт	Utrecht (city)
Утар Прадеш	Uttar Pradesh
Узбекистан	Uzbekistan
Категория:Узбекистан	Uzbekistan
Вакуола	Vacuole
Вакуум	Vacuum
Вадуц	Vaduz
Влагалище	Vagina
Валентност	Valence (chemistry)
Валенсия	Valencia
Валенсия (пояснение)	Valencia
Валентина Терешкова	Valentina Tereshkova
Свети Валентин	Valentine's Day
Валхала	Valhalla
Валкирии	Valkyrie
Валета	Valletta
Долина	Valley
Вампир	Vampire
Ванадий	Vanadium
Ванкувър	Vancouver
Ванкувър (остров)	Vancouver Island
Вандализъм	Vandalism
Вануату	Vanuatu
Категория:Вануату	Vanuatu
Варна	Varna
Васкуларни растения	Vascular plant
Ватикан	Vatican City
Категория:Ватикан	Vatican City
Вектор	Vector (spatial)
Вега	Vega
Зеленчукови култури	Vegetable
Вегетарианство	Vegetarianism
Вена	Vein
Скорост	Velocity
Венето	Veneto
Венецуела	Venezuela
Категория:Венецуела	Venezuela
Венеция	Venice
Венера (планета)	Venus
Венера (пояснение)	Venus (disambiguation)
Венера (митология)	Venus (mythology)
Глагол	Verb
Върмънт	Vermont
Категория:Върмонт	Vermont
Верона	Verona
Версай	Versailles
Прешлен	Vertebra
Гръбначен стълб	Vertebral column
Гръбначни	Vertebrate
Веспасиан	Vespasian
Веста	Vesta (mythology)
Вето	Veto
Вицепрезидент на Съединените американски щати	Vice President of the United States
Виши	Vichy
Виктор Юго	Victor Hugo
Виктория (Сейшелски острови)	Victoria
Виктория (Британска Колумбия)	Victoria
Виктория (пояснителна страница)	Victoria
Виктория (щат)	Victoria (Australia)
Виктория (водопад)	Victoria Falls
Видеоигра	Video game
Виена	Vienna
Категория:Виена	Vienna
Виентян	Vientiane
Виетнам	Vietnam
Категория:Виетнам	Vietnam
Виетнамска война	Vietnam War
Категория:Виетнамска война	Vietnam War
Викинги	Viking
Вилфредо Парето	Vilfredo Pareto
Село	Village
Вилнюс	Vilnius
Винсент ван Гог	Vincent van Gogh
Винченцо Белини	Vincenzo Bellini
Оцет	Vinegar
Виола	Viola
Насилие	Violence
Цигулка	Violin
Вергилий	Virgil
Вирджиния	Virginia
Категория:Вирджиния	Virginia
Вирджиния Улф	Virginia Woolf
Дева (съзвездие)	Virgo (constellation)
Виртуална реалност	Virtual reality
Вирус	Virus
Вискозитет	Viscosity
Вишну	Vishnu
Висла	Vistula
Витамин	Vitamin
Витамин C	Vitamin C
Вивиан Лий	Vivien Leigh
Владимир Ленин	Vladimir Lenin
Владимир Набоков	Vladimir Nabokov
Владимир Путин	Vladimir Putin
Владивосток	Vladivostok
Звателен падеж	Vocative case
Водка	Vodka
Летяща риба (съзвездие)	Volans
Вулкан	Volcano
Категория:Вулканология	Volcanology
Вулканология	Volcanology
Волга	Volga River
Волгоград	Volgograd
Волейбол	Volleyball
Категория:Волейбол	Volleyball
Волт	Volt
Електрическо напрежение	Voltage
Волтер	Voltaire
Обем	Volume
Вуду	Voodoo
Гласни звукове	Vowel
Вулкан (митология)	Vulcan (mythology)
Простонароден латински език	Vulgar Latin
Вулва	Vulva
Съмърсет Моъм	W. Somerset Maugham
WYSIWYG	WYSIWYG
Уейк	Wake Island
Уелс	Wales
Категория:Уелс	Wales
Орех	Walnut
Морж	Walrus
Уолт Дисни	Walt Disney
Уолт Уитман	Walt Whitman
Уолтър Скот	Walter Scott
Война	War
Категория:Война	War
Военно престъпление	War crime
Война за испанското наследство	War of the Spanish Succession
Война на розите	Wars of the Roses
Варшава	Warsaw
Мазол	Wart
Перална машина	Washing machine
Вашингтон (Окръг Колумбия)	Washington
Вашингтон (щат)	Washington
Категория:Вашингтон (щат)	Washington
Вашингтон	Washington (disambiguation)
Василий Кандински	Wassily Kandinsky
Боклук	Waste
Вода	Water
Категория:Вода	Water
Водна топка	Water polo
Водопад	Waterfall
Уотъргейт	Watergate scandal
Диня	Watermelon
Ват	Watt
Киловатчас	Watt-hour
Вълна	Wave
Дължина на вълната	Wavelength
Восък	Wax
Слабо ядрено взаимодействие	Weak interaction
Оръжие	Weapon
Уеббраузър	Web browser
Уеб камера	Webcam
Вебер (единица)	Weber (unit)
Сряда	Wednesday
Седмица	Week
Тегло	Weight
Вдигане на тежести	Weightlifting
Ваймар	Weimar
Ваймарска република	Weimar Republic
Уелингтън	Wellington
Вернер фон Браун	Wernher von Braun
Везер	Weser River
Запад	West
Западна Африка	West Africa
Западен бряг	West Bank
Западна Бенгалия	West Bengal
Западен Берлин	West Berlin
Федерална република Германия	West Germany
Западна Вирджиния	West Virginia
Категория:Западна Вирджиния	West Virginia
Западна Австралия	Western Australia
Западна Римска империя	Western Roman Empire
Западна Сахара	Western Sahara
Категория:Западна Сахара	Western Sahara
Уестминстърско абатство	Westminster Abbey
Кит (биология)	Whale
Пшеница	Wheat
Уиски	Whisky
Белия дом	White House
Бяло море (Русия)	White Sea
Левкоцит	White blood cell
Бяло джудже	White dwarf
Уайтхорс (Юкон)	Whitehorse
Висбаден	Wiesbaden
Дива котка	Wildcat
Вилхелм Оствалд	Wilhelm Ostwald
Уилям Блейк	William Blake
Уилям Бътлър Йейтс	William Butler Yeats
Уилям Фокнър	William Faulkner
Уилям Гладстон	William Gladstone
Уилям Голдинг	William Golding
Уилям Харви	William Harvey
Уилям Хенри Харисън	William Henry Harrison
Уилям Хершел	William Herschel
Уилям Тафт	William Howard Taft
Вилхелм I	William I
Уилям Джеймс	William James
Уилям Маккинли	William McKinley
Уилям Роуън Хамилтон	William Rowan Hamilton
Уилям Шекспир	William Shakespeare
Уилям Шокли	William Shockley
Уилям Окам	William of Ockham
Върба	Willow
Вили Бранд	Willy Brandt
Виндхук	Windhoek
Прозорец	Window
Вино	Wine
Уинипег	Winnipeg
Уинстън Чърчил	Winston Churchill
Зима	Winter
Зимни олимпийски игри	Winter Olympic Games
Категория:Зимни олимпийски игри	Winter Olympic Games
Уисконсин	Wisconsin
Категория:Уисконсин	Wisconsin
Волфганг Амадеус Моцарт	Wolfgang Amadeus Mozart
Волфганг Паули	Wolfgang Pauli
Жена	Woman
Дървесина	Wood
