French	English
Cour suprême des États-Unis	Supreme Court of the United States
Sourate	Sura
Tension superficielle	Surface tension
Chirurgie	Surgeon
Chirurgie	Surgery
Catégorie:Chirurgie	Surgery
Suriname	Suriname
Catégorie:Suriname	Suriname
Surréalisme	Surrealism
Surrey (comté)	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Hirondelle	Swallow
Cygne	Swan
Svastika	Swastika
Swaziland	Swaziland
Catégorie:Swaziland	Swaziland
Suède	Sweden
Catégorie:Suède	Sweden
Couronne suédoise	Swedish krona
Patate douce	Sweet potato
Natation	Swimming
Catégorie:Natation	Swimming
Franc suisse	Swiss franc
Catégorie:Personnalité suisse	Swiss people
Suisse	Switzerland
Catégorie:Suisse	Switzerland
Épée	Sword
Sydney	Sydney
Syllabe	Syllable
Sylvia Plath	Sylvia Plath
Symbiose	Symbiosis
Symbole	Symbol
Symphonie	Symphony
Symptôme	Symptom
Synagogue	Synagogue
Syndicat	Syndicate
Synesthésie	Synesthesia
Synonymie	Synonym
Syntaxe	Syntax
Synthétiseur	Synthesizer
Syphilis	Syphilis
Syracuse	Syracuse
Syrie	Syria
Catégorie:Syrie	Syria
Système	System
Systématique	Systematics
T (lettre)	T
Thomas Edward Lawrence	T. E. Lawrence
Thomas Stearns Eliot	T. S. Eliot
Table	Table (furniture)
Tennis de table	Table tennis
Tabou	Taboo
Tacite	Tacitus
Taekwondo	Taekwondo
Tage	Tagus
Tahiti	Tahiti
Tai-chi-chuan	Tai chi chuan
Queue (animal)	Tail
Taipei	Taipei
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tadjikistan	Tajikistan
Catégorie:Tadjikistan	Tajikistan
Talc	Talc
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Dynastie Tang	Tang Dynasty
Tanger	Tangier
Tango (danse)	Tango (dance)
Char de combat	Tank
Tantale (chimie)	Tantalum
Tantale (mythologie)	Tantalus
Tanzanie	Tanzania
Catégorie:Tanzanie	Tanzania
Taoïsme	Taoism
Tapir	Tapir
Tardigrada	Tardigrade
Tarn	Tarn
Estragon	Tarragon
Tartare (mythologie)	Tartarus
Tartu	Tartu
Tachkent	Tashkent
Mer de Tasman	Tasman Sea
Tasmanie	Tasmania
Diable de Tasmanie	Tasmanian Devil
Goût	Taste
Tatouage	Tattoo
Tau	Tau
Taureau (constellation)	Taurus (constellation)
Chouette hulotte	Tawny Owl
Taxe	Tax
Catégorie:Fiscalité	Taxation
Taxi	Taxicab
Taxon	Taxon
Taxinomie	Taxonomy
If commun	Taxus baccata
Tbilissi	Tbilisi
Thé	Tea
Catégorie:Thé	Tea
Enseignant	Teacher
Technétium	Technetium
Techno	Techno
Technologie	Technology
Catégorie:Technologie	Technology
Tegucigalpa	Tegucigalpa
Téhéran	Tehran
Tel Aviv-Jaffa	Tel Aviv
Télécommunications	Telecommunication
Télégraphe	Telegraphy
Télépathie	Telepathy
Téléphone	Telephone
Télescope	Telescope
Télescope (constellation)	Telescopium
Télévision	Television
Catégorie:Télévision	Television
Tellure	Tellurium
Température	Temperature
Temple	Temple
Temple d'Artémis à Éphèse	Temple of Artemis
Décalogue	Ten Commandments
Ténérife	Tenerife
Tennessee	Tennessee
Catégorie:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Catégorie:Tennis	Tennis
Ténor	Tenor
Tensing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Isoptera	Termite
Terpsichore	Terpsichore
Planète tellurique	Terrestrial planet
Terrorisme	Terrorism
Catégorie:Terrorisme	Terrorism
Tertullien	Tertullian
Tesla (unité)	Tesla (unit)
Testicule	Testicle
Testostérone	Testosterone
Tétanos	Tetanus
Téthys (lune)	Tethys (moon)
Téthys (mythologie)	Tethys (mythology)
Tétraèdre	Tetrahedron
Tétrahydrocannabinol	Tetrahydrocannabinol
Tetrapoda	Tetrapod
Texas	Texas
Catégorie:Texas	Texas
Textile	Textile
Thaïlande	Thailand
Catégorie:Thaïlande	Thailand
Thalès	Thales
Thalie (Muse)	Thalia
Thallium	Thallium
Thanatos	Thanatos
Action de Grâce (Thanksgiving)	Thanksgiving
Action de Grâce (Thanksgiving)	Thanksgiving (Canada)
Action de Grâce (Thanksgiving)	Thanksgiving (United States)
Action de Grâce	Thanksgiving (disambiguation)
Gambie	The Gambia
Catégorie:Gambie	The Gambia
La Haye	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Théâtre	Theatre
Catégorie:Théâtre	Theatre
Thébé (lune)	Thebe (moon)
Thèbes (Grèce)	Thebes
Thèbes (Égypte)	Thebes
Théia	Theia
Thémis (mythologie)	Themis
Thémistocle	Themistocles
Théocratie	Theocracy
Théodolite	Theodolite
Christian Matthias Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Théodose Ier	Theodosius I
Théologie	Theology
Catégorie:Théologie	Theology
Théorème	Theorem
Théorie	Theory
Principe de relativité	Theory of relativity
Bouddhisme theravāda	Theravada
Thermodynamique	Thermodynamics
Catégorie:Thermodynamique	Thermodynamics
Thermomètre	Thermometer
Thésée	Theseus
Thessalonique	Thessaloniki
Thessalie	Thessaly
Thêta	Theta
Thétis	Thetis
Vitamine B1	Thiamine
Think tank	Think tank
Troisième croisade	Third Crusade
Tiers monde	Third World
Guerre de Trente Ans	Thirty Years' War
Thomas d'Aquin	Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Thorium	Thorium
Thot	Thoth
Pensée	Thought
Thrace	Thrace
Thucydide	Thucydides
Thulium	Thulium
Pouce (anatomie)	Thumb
Thuringe	Thuringia
Catégorie:Thuringe	Thuringia
Jeudi	Thursday
Thylacinus cynocephalus	Thylacine
Thym	Thyme
Thymine	Thymine
Thyroïde	Thyroid
Tianjin	Tianjin
Tibre	Tiber
Tibère	Tiberius
Tibet	Tibet
Catégorie:Tibet	Tibet
Canton du Tessin	Ticino
Marée	Tide
Terre de Feu	Tierra del Fuego
Tigre (mammifère)	Tiger
Tigre (fleuve)	Tigris
Tilleul	Tilia
Tombouctou	Timbuktu
Temps	Time
Catégorie:Temps	Time
Time (magazine)	Time (magazine)
Fuseau horaire	Time zone
Timor	Timor
Tamerlan	Timur
Étain	Tin
Tirana	Tirana
Tissu biologique	Tissue (biology)
Paridae	Tit (bird)
Titan	Titan (disambiguation)
Titan (lune)	Titan (moon)
Titan (mythologie grecque)	Titan (mythology)
Titania (lune)	Titania (moon)
Titanic (homonymie)	Titanic (disambiguation)
Titane	Titanium
Titien	Titian
Titus (empereur romain)	Titus
Tivoli (Italie)	Tivoli
Tabac	Tobacco
Tocantins	Tocantins (state)
Vitamine E	Tocopherol
Tofu	Tofu
Togo	Togo
Catégorie:Togo	Togo
Tōkyō	Tokyo
Tolède	Toledo
Toluène	Toluene
Tom Hanks	Tom Hanks
Tom et Jerry	Tom and Jerry
Tomate	Tomato
Tonne (unité)	Ton
Tonga	Tonga
Catégorie:Tonga	Tonga
Langue (anatomie)	Tongue
Toni Morrison	Toni Morrison
Tonne (unité)	Tonne
Tony Blair	Tony Blair
Outil	Tool
Dent	Tooth
Brosse à dents	Toothbrush
Topaze (minéral)	Topaz
Topeka	Topeka
Topologie	Topology
Catégorie:Topologie	Topology
Torah	Torah
Tornade	Tornado
Toronto	Toronto
Torpille	Torpedo
Testudinidae	Tortoise
Torture	Torture
Tore	Torus
Totalitarisme	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Tour de France (cyclisme)	Tour de France
Tourisme	Tourism
Catégorie:Tourisme	Tourism
Tours	Tours
Tour de Babel	Tower of Babel
Tour de Londres	Tower of London
Ville	Town
Toxicité	Toxicity
Toxicologie	Toxicology
Jouet	Toy
Toyota (automobile)	Toyota
Tracteur agricole	Tractor
Commerce	Trade
Syndicat professionnel	Trade union
Marque déposée	Trademark
Tradition	Tradition
Tragédie	Tragedy
Train	Train
Gare	Train station
Trajan	Trajan
Tramway	Tram
Nombre transcendant	Transcendental number
Transformateur électrique	Transformer
Transistor	Transistor
Transcription et translittération	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Catégorie:Transport	Transportation
Transsexualisme	Transsexualism
Transylvanie (région)	Transylvania
Trapèze	Trapezoid
Traité (droit international public)	Treaty
Traité de Versailles	Treaty of Versailles
Arbre	Tree
Trente (Italie)	Trento
Trenton (New Jersey)	Trenton
Triangle	Triangle
Triangle (constellation)	Triangulum
Triangle austral	Triangulum Australe
Trias	Triassic
Affluent	Tributary
Triceratops	Triceratops
Trèves (Allemagne)	Trier
Fonction trigonométrique	Trigonometric function
Trigonométrie	Trigonometry
Catégorie:Trigonométrie	Trigonometry
Trilobita	Trilobite
Trilogie	Trilogy
Trinité (île)	Trinidad
Trinité-et-Tobago	Trinidad and Tobago
Catégorie:Trinité-et-Tobago	Trinidad and Tobago
Trinitrotoluène	Trinitrotoluene
Trinité chrétienne	Trinity
Tripoli (Libye)	Tripoli
Triskell	Triskelion
Tritium	Tritium
Triton (lune)	Triton (moon)
Triton (mythologie)	Triton (mythology)
Arc de triomphe	Triumphal arch
Cheval de Troie	Trojan Horse
Guerre de Troie	Trojan War
Cheval de Troie (informatique)	Trojan horse (computing)
Troll	Troll
Troll (Internet et Usenet)	Troll (Internet)
Trolleybus	Trolleybus
Trombone	Trombone
Trondheim	Trondheim
Tropique du Cancer	Tropic of Cancer
Tropique du Capricorne	Tropic of Capricorn
Tropique	Tropics
Troposphère	Troposphere
Trotskisme	Trotskyism
Troie	Troy
Camion	Truck
Doctrine Truman	Truman Doctrine
Trompette	Trumpet
Vérité	Truth
Trygve Lie	Trygve Lie
Tryptophane	Tryptophan
Tsar	Tsar
Tsunami	Tsunami
Touareg	Tuareg
Tuba (musique)	Tuba
Truffe (champignon)	Tuber (genus)
Tuberculose	Tuberculosis
Toucan (constellation)	Tucana
Tucson	Tucson
Mardi	Tuesday
Tulipe	Tulip
Tumeur	Tumor
Toundra	Tundra
Tungstène	Tungsten
Urochordata	Tunicate
Tunis	Tunis
Tunisie	Tunisia
Catégorie:Tunisie	Tunisia
Tunnel	Tunnel
Turbine	Turbine
Turin	Turin
Machine de Turing	Turing machine
Turquie	Turkey
Catégorie:Turquie	Turkey
Turkménistan	Turkmenistan
Catégorie:Turkménistan	Turkmenistan
Curcuma	Turmeric
Testudines	Turtle
Toscane	Tuscany
Tuvalu	Tuvalu
Catégorie:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Machine à écrire	Typewriter
Typhon (mythologie)	Typhon
Typographie	Typography
Catégorie:Typographie	Typography
Tyrannosaurus rex	Tyrannosaurus
Tyr	Tyre
Tyrol (Land)	Tyrol (state)
Mer Tyrrhénienne	Tyrrhenian Sea
U (lettre)	U
Organisation des Nations unies pour l'éducation, la science et la culture	UNESCO
Oufa	Ufa
Ouganda	Uganda
Catégorie:Ouganda	Uganda
Ukraine	Ukraine
Catégorie:Ukraine	Ukraine
Oulan-Bator	Ulan Bator
Ulster	Ulster
Ultrason	Ultrasound
Ultraviolet	Ultraviolet
Ulysses Simpson Grant	Ulysses S. Grant
Parapluie	Umbrella
Ombrie	Umbria
Principe d'incertitude	Uncertainty principle
Chômage	Unemployment
Licorne	Unicorn
Objet volant non identifié	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Union (mathématiques)	Union (set theory)
Émirats arabes unis	United Arab Emirates
Catégorie:Émirats arabes unis	United Arab Emirates
République arabe unie	United Arab Republic
Royaume-Uni	United Kingdom
Catégorie:Royaume-Uni	United Kingdom
Organisation des Nations unies	United Nations
Catégorie:Organisation des Nations unies	United Nations
Unicef	United Nations Children's Fund
États-Unis	United States
Catégorie:États-Unis	United States
United States Air Force	United States Air Force
Congrès des États-Unis	United States Congress
Constitution des États-Unis d'Amérique	United States Constitution
Chambre des représentants des États-Unis	United States House of Representatives
Académie militaire de West Point	United States Military Academy
United States Navy	United States Navy
Sénat des États-Unis	United States Senate
Îles Vierges américaines	United States Virgin Islands
Dollar américain	United States dollar
Univers	Universe
Université	University
Université de Chicago	University of Chicago
Université de Pennsylvanie	University of Pennsylvania
UNIX	Unix
Catégorie:Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Oupanishad	Upanishad
Uppsala	Uppsala
Upsilon	Upsilon
Ur (Mésopotamie)	Ur
Uracile	Uracil
Oural	Ural Mountains
Uranie (Muse)	Urania
Uranium	Uranium
Uranus (planète)	Uranus
Catégorie:Uranus	Uranus
Ouranos	Uranus (mythology)
Ourdou	Urdu
Urée	Urea
Urine	Urine
Grande Ourse	Ursa Major
Petite Ourse	Ursa Minor
Uruguay	Uruguay
Catégorie:Uruguay	Uruguay
Utah	Utah
Catégorie:Utah	Utah
Utérus	Uterus
Utilitarisme	Utilitarianism
Utopie	Utopia
Utrecht	Utrecht (city)
Utrecht (province)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Ouzbékistan	Uzbekistan
Catégorie:Ouzbékistan	Uzbekistan
V (lettre)	V
Vaccination	Vaccine
Vacuole	Vacuole
Vide	Vacuum
Tube électronique	Vacuum tube
Vaduz	Vaduz
Vagin	Vagina
Valence (Drôme)	Valence
Valence (chimie)	Valence (chemistry)
Valence (Espagne)	Valencia
Valencia	Valencia
Valentina Terechkova	Valentina Tereshkova
Saint-Valentin	Valentine's Day
Valhöll	Valhalla
Valkyrie	Valkyrie
La Valette	Valletta
Vallée	Valley
Vampire	Vampire
Vanadium	Vanadium
Vancouver	Vancouver
Île de Vancouver	Vancouver Island
Vandalisme	Vandalism
Vanes	Vanir
Vanuatu	Vanuatu
Catégorie:Vanuatu	Vanuatu
Var (département)	Var (department)
Variance (statistiques et probabilités)	Variance
Varna (Bulgarie)	Varna
Tracheobionta	Vascular plant
Vatican	Vatican City
Catégorie:Vatican	Vatican City
Vecteur	Vector (spatial)
Alpha Lyrae	Vega
Légume	Vegetable
Végétarisme	Vegetarianism
Veine	Vein
Voiles	Vela (constellation)
Velociraptor	Velociraptor
Vitesse	Velocity
Vénétie	Veneto
Venezuela	Venezuela
Catégorie:Venezuela	Venezuela
Venise	Venice
Vénus (planète)	Venus
Vénus	Venus (disambiguation)
Vénus (mythologie)	Venus (mythology)
Verbe	Verb
Vermont	Vermont
Catégorie:Vermont	Vermont
Vérone	Verona
Versailles	Versailles
Vertèbre	Vertebra
Colonne vertébrale	Vertebral column
Vertébrés	Vertebrate
Vespasien	Vespasian
Vesta	Vesta (mythology)
Veto	Veto
Vice-président des États-Unis	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria (Seychelles)	Victoria
Victoria (Colombie-Britannique)	Victoria
Victoria	Victoria
Victoria (État)	Victoria (Australia)
Chutes Victoria	Victoria Falls
Vidéo	Video
Jeu vidéo	Video game
Vienne (Autriche)	Vienna
Catégorie:Vienne (Autriche)	Vienna
Vienne (département)	Vienne
Vientiane	Vientiane
Viêt Nam	Vietnam
Catégorie:Viêt Nam	Vietnam
Guerre du Viêt Nam	Vietnam War
Catégorie:Guerre du Viêt Nam	Vietnam War
Viking	Viking
Vilfredo Pareto	Vilfredo Pareto
Village	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinaigre	Vinegar
Alto (violon)	Viola
Violence	Violence
Violon	Violin
Virgile	Virgil
Îles Vierges	Virgin Islands
Virginie	Virginia
Catégorie:Virginie	Virginia
Virginia Woolf	Virginia Woolf
Virginité	Virginity
Vierge (constellation)	Virgo (constellation)
Mémoire virtuelle	Virtual memory
Réalité virtuelle	Virtual reality
Vertu	Virtue
Virus	Virus
Viscosité	Viscosity
Vishnou	Vishnu
Vistule	Vistula
Vitamine	Vitamin
Vitamine A	Vitamin A
Vitamine B6	Vitamin B6
Vitamine C	Vitamin C
Vitamine D	Vitamin D
Vitamine K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Béring	Vitus Bering
Vivien Leigh	Vivien Leigh
Lénine	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Poutine	Vladimir Putin
Vladivostok	Vladivostok
Vocatif	Vocative case
Vodka	Vodka
Poisson volant (constellation)	Volans
Volcan	Volcano
Catégorie:Volcanologie	Volcanology
Volcanologie	Volcanology
Volga	Volga River
Volgograd	Volgograd
Volley-ball	Volleyball
Catégorie:Volley-ball	Volleyball
Volt	Volt
Tension électrique	Voltage
Voltaire	Voltaire
Volume	Volume
Vomissement	Vomiting
Vaudou	Voodoo
Voyelle	Vowel
Vulcain (mythologie)	Vulcan (mythology)
Latin vulgaire	Vulgar Latin
Vulgate	Vulgate
Petit Renard	Vulpecula
Vulve	Vulva
W (lettre)	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabisme	Wahhabism
Île Wake	Wake Island
Pays de Galles	Wales
Catégorie:Pays de Galles	Wales
Noyer	Walnut
Morse (animal)	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Guerre	War
Catégorie:Guerre	War
Crime de guerre	War crime
Guerre de Succession d'Espagne	War of the Spanish Succession
Guerre des Deux-Roses	Wars of the Roses
Varsovie	Warsaw
Verrue	Wart
Machine à laver le linge	Washing machine
Washington (District de Columbia)	Washington
Washington (État)	Washington
Catégorie:Washington	Washington
Washington	Washington (disambiguation)
Vassily Kandinsky	Wassily Kandinsky
Déchet	Waste
Eau	Water
Catégorie:Eau	Water
Water polo	Water polo
Chute d'eau	Waterfall
Scandale du Watergate	Watergate scandal
Pastèque	Watermelon
Watt	Watt
Kilowattheure	Watt-hour
Onde	Wave
Longueur d'onde	Wavelength
Cire	Wax
Interaction faible	Weak interaction
Arme	Weapon
Temps (météorologie)	Weather
Navigateur web	Web browser
Page Web	Web page
Webcam	Webcam
Weber (unité)	Weber (unit)
Site web	Website
Mercredi	Wednesday
Semaine	Week
Poids	Weight
Haltérophilie	Weightlifting
Weimar	Weimar
République de Weimar	Weimar Republic
Soudage	Welding
Wellington	Wellington
Loup-garou	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Ouest	West
Afrique de l'Ouest	West Africa
Cisjordanie	West Bank
Bengale-Occidental	West Bengal
Berlin-Ouest	West Berlin
Allemagne de l'Ouest	West Germany
Sussex de l'Ouest	West Sussex
Virginie-Occidentale	West Virginia
Catégorie:Virginie-Occidentale	West Virginia
Australie-Occidentale	Western Australia
Chronologie de l'Empire romain d'Occident	Western Roman Empire
Sahara occidental	Western Sahara
Catégorie:Sahara occidental	Western Sahara
Abbaye de Westminster	Westminster Abbey
Baleine	Whale
Blé	Wheat
Roue	Wheel
Whisky	Whisky
Maison Blanche	White House
Mer Blanche	White Sea
Leucocyte	White blood cell
Naine blanche	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Réseau étendu	Wide area network
Wiesbaden	Wiesbaden
Chat sauvage	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testament (droit)	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Guillaume Ier d'Allemagne	William I
Guillaume II d'Allemagne	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
Guillaume d'Ockham	William of Ockham
Saule	Willow
Willy Brandt	Willy Brandt
Instrument à vent	Wind instrument
Énergie éolienne	Wind power
Windhoek	Windhoek
Moulin à vent	Windmill
Fenêtre	Window
Vin	Wine
Catégorie:Vin	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Hiver	Winter
Jeux Olympiques d'hiver	Winter Olympic Games
Catégorie:Jeux Olympiques d'hiver	Winter Olympic Games
Wisconsin	Wisconsin
Catégorie:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Ernst Pauli	Wolfgang Pauli
Femme	Woman
Bois	Wood
Woodrow Wilson	Woodrow Wilson
Bois (musique)	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Mot	Word
Logiciel de traitement de texte	Word processor
Monde (univers)	World
Banque mondiale	World Bank
Organisation mondiale de la santé	World Health Organization
Organisation météorologique mondiale	World Meteorological Organization
World Trade Center	World Trade Center
Organisation mondiale du commerce	World Trade Organization
Première Guerre mondiale	World War I
Catégorie:Première Guerre mondiale	World War I
Seconde Guerre mondiale	World War II
Catégorie:Seconde Guerre mondiale	World War II
World Wide Web	World Wide Web
Catégorie:World Wide Web	World Wide Web
Guerre mondiale	World war
Ver	Worm
Trou de ver	Wormhole
Écrivain	Writer
Écriture	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Catégorie:Wyoming	Wyoming
X (lettre)	X
Rayon X	X-ray
Xenarthra	Xenarthra
Xénon	Xenon
Xénophane de Colophon	Xenophanes
Xénophobie	Xenophobia
Xénophon	Xenophon
Xi	Xi
Xinjiang	Xinjiang
Xylophone	Xylophone
Y (lettre)	Y
YHWH	Yahweh
Yak	Yak
Yakuza	Yakuza
Université Yale	Yale University
Yalta	Yalta
Conférence de Yalta	Yalta Conference
Rangoon	Yangon
Yangzi Jiang	Yangtze River
Yard	Yard
Yasser Arafat	Yasser Arafat
Année (calendrier)	Year
