English	Bulgarian
Ur	Ур
Uracil	Урацил
Ural Mountains	Урал (планина)
Urania	Урания
Uranium	Уран (елемент)
Uranus	Уран (планета)
Uranus	Категория:Уран
Uranus (mythology)	Уран (митология)
Urdu	Урду
Urea	Карбамид
Ursa Major	Голяма мечка (съзвездие)
Ursa Minor	Малка мечка (съзвездие)
Uruguay	Уругвай
Uruguay	Категория:Уругвай
Utah	Юта
Utah	Категория:Юта
Uterus	Матка
Utopia	Утопия
Utrecht (city)	Утрехт
Uttar Pradesh	Утар Прадеш
Uzbekistan	Узбекистан
Uzbekistan	Категория:Узбекистан
Vacuole	Вакуола
Vacuum	Вакуум
Vaduz	Вадуц
Vagina	Влагалище
Valence (chemistry)	Валентност
Valencia	Валенсия
Valencia	Валенсия (пояснение)
Valentina Tereshkova	Валентина Терешкова
Valentine's Day	Свети Валентин
Valhalla	Валхала
Valkyrie	Валкирии
Valletta	Валета
Valley	Долина
Vampire	Вампир
Vanadium	Ванадий
Vancouver	Ванкувър
Vancouver Island	Ванкувър (остров)
Vandalism	Вандализъм
Vanuatu	Вануату
Vanuatu	Категория:Вануату
Varna	Варна
Vascular plant	Васкуларни растения
Vatican City	Ватикан
Vatican City	Категория:Ватикан
Vector (spatial)	Вектор
Vega	Вега
Vegetable	Зеленчукови култури
Vegetarianism	Вегетарианство
Vein	Вена
Velocity	Скорост
Veneto	Венето
Venezuela	Венецуела
Venezuela	Категория:Венецуела
Venice	Венеция
Venus	Венера (планета)
Venus (disambiguation)	Венера (пояснение)
Venus (mythology)	Венера (митология)
Verb	Глагол
Vermont	Върмънт
Vermont	Категория:Върмонт
Verona	Верона
Versailles	Версай
Vertebra	Прешлен
Vertebral column	Гръбначен стълб
Vertebrate	Гръбначни
Vespasian	Веспасиан
Vesta (mythology)	Веста
Veto	Вето
Vice President of the United States	Вицепрезидент на Съединените американски щати
Vichy	Виши
Victor Hugo	Виктор Юго
Victoria	Виктория (Сейшелски острови)
Victoria	Виктория (Британска Колумбия)
Victoria	Виктория (пояснителна страница)
Victoria (Australia)	Виктория (щат)
Victoria Falls	Виктория (водопад)
Video game	Видеоигра
Vienna	Виена
Vienna	Категория:Виена
Vientiane	Виентян
Vietnam	Виетнам
Vietnam	Категория:Виетнам
Vietnam War	Виетнамска война
Vietnam War	Категория:Виетнамска война
Viking	Викинги
Vilfredo Pareto	Вилфредо Парето
Village	Село
Vilnius	Вилнюс
Vincent van Gogh	Винсент ван Гог
Vincenzo Bellini	Винченцо Белини
Vinegar	Оцет
Viola	Виола
Violence	Насилие
Violin	Цигулка
Virgil	Вергилий
Virginia	Вирджиния
Virginia	Категория:Вирджиния
Virginia Woolf	Вирджиния Улф
Virgo (constellation)	Дева (съзвездие)
Virtual reality	Виртуална реалност
Virus	Вирус
Viscosity	Вискозитет
Vishnu	Вишну
Vistula	Висла
Vitamin	Витамин
Vitamin C	Витамин C
Vivien Leigh	Вивиан Лий
Vladimir Lenin	Владимир Ленин
Vladimir Nabokov	Владимир Набоков
Vladimir Putin	Владимир Путин
Vladivostok	Владивосток
Vocative case	Звателен падеж
Vodka	Водка
Volans	Летяща риба (съзвездие)
Volcano	Вулкан
Volcanology	Категория:Вулканология
Volcanology	Вулканология
Volga River	Волга
Volgograd	Волгоград
Volleyball	Волейбол
Volleyball	Категория:Волейбол
Volt	Волт
Voltage	Електрическо напрежение
Voltaire	Волтер
Volume	Обем
Voodoo	Вуду
Vowel	Гласни звукове
Vulcan (mythology)	Вулкан (митология)
Vulgar Latin	Простонароден латински език
Vulva	Вулва
W. Somerset Maugham	Съмърсет Моъм
WYSIWYG	WYSIWYG
Wake Island	Уейк
Wales	Уелс
Wales	Категория:Уелс
Walnut	Орех
Walrus	Морж
Walt Disney	Уолт Дисни
Walt Whitman	Уолт Уитман
Walter Scott	Уолтър Скот
War	Война
War	Категория:Война
War crime	Военно престъпление
War of the Spanish Succession	Война за испанското наследство
Wars of the Roses	Война на розите
Warsaw	Варшава
Wart	Мазол
Washing machine	Перална машина
Washington	Вашингтон (Окръг Колумбия)
Washington	Вашингтон (щат)
Washington	Категория:Вашингтон (щат)
Washington (disambiguation)	Вашингтон
Wassily Kandinsky	Василий Кандински
Waste	Боклук
Water	Вода
Water	Категория:Вода
Water polo	Водна топка
Waterfall	Водопад
Watergate scandal	Уотъргейт
Watermelon	Диня
Watt	Ват
Watt-hour	Киловатчас
Wave	Вълна
Wavelength	Дължина на вълната
Wax	Восък
Weak interaction	Слабо ядрено взаимодействие
Weapon	Оръжие
Web browser	Уеббраузър
Webcam	Уеб камера
Weber (unit)	Вебер (единица)
Wednesday	Сряда
Week	Седмица
Weight	Тегло
Weightlifting	Вдигане на тежести
Weimar	Ваймар
Weimar Republic	Ваймарска република
Wellington	Уелингтън
Wernher von Braun	Вернер фон Браун
Weser River	Везер
West	Запад
West Africa	Западна Африка
West Bank	Западен бряг
West Bengal	Западна Бенгалия
West Berlin	Западен Берлин
West Germany	Федерална република Германия
West Virginia	Западна Вирджиния
West Virginia	Категория:Западна Вирджиния
Western Australia	Западна Австралия
Western Roman Empire	Западна Римска империя
Western Sahara	Западна Сахара
Western Sahara	Категория:Западна Сахара
Westminster Abbey	Уестминстърско абатство
Whale	Кит (биология)
Wheat	Пшеница
Whisky	Уиски
White House	Белия дом
White Sea	Бяло море (Русия)
White blood cell	Левкоцит
White dwarf	Бяло джудже
Whitehorse	Уайтхорс (Юкон)
Wiesbaden	Висбаден
Wildcat	Дива котка
Wilhelm Ostwald	Вилхелм Оствалд
William Blake	Уилям Блейк
William Butler Yeats	Уилям Бътлър Йейтс
William Faulkner	Уилям Фокнър
William Gladstone	Уилям Гладстон
William Golding	Уилям Голдинг
William Harvey	Уилям Харви
William Henry Harrison	Уилям Хенри Харисън
William Herschel	Уилям Хершел
William Howard Taft	Уилям Тафт
William I	Вилхелм I
William James	Уилям Джеймс
William McKinley	Уилям Маккинли
William Rowan Hamilton	Уилям Роуън Хамилтон
William Shakespeare	Уилям Шекспир
William Shockley	Уилям Шокли
William of Ockham	Уилям Окам
Willow	Върба
Willy Brandt	Вили Бранд
Windhoek	Виндхук
Window	Прозорец
Wine	Вино
Winnipeg	Уинипег
Winston Churchill	Уинстън Чърчил
Winter	Зима
Winter Olympic Games	Зимни олимпийски игри
Winter Olympic Games	Категория:Зимни олимпийски игри
Wisconsin	Уисконсин
Wisconsin	Категория:Уисконсин
Wolfgang Amadeus Mozart	Волфганг Амадеус Моцарт
Wolfgang Pauli	Волфганг Паули
Woman	Жена
Wood	Дървесина
Woodrow Wilson	Удроу Уилсън
Woody Allen	Уди Алън
Word	Дума
World Bank	Световна банка
World Health Organization	Световна здравна организация
World Trade Center	Световен търговски център (Ню Йорк)
World Trade Organization	Световна търговска организация
World War I	Първа световна война
World War I	Категория:Първа световна война
World War II	Втора световна война
World War II	Категория:Втора световна война
World Wide Web	World Wide Web
Worm	Червей
Wormhole	Проходи на дървояди
Writer	Писател
Writing system	Писменост
Wuhan	Ухан
Wyoming	Уайоминг
Wyoming	Категория:Уайоминг
X-ray	Рентгеново лъчение
Xenarthra	Непълнозъби
Xenon	Ксенон
Xenophanes	Ксенофан
Xenophobia	Ксенофобия
Xenophon	Ксенофонт
Xi	Кси
Xinjiang	Синдзян-уйгурски автономен регион
Xylophone	Ксилофон
Yahweh	Яхве
Yak	Як
Yale University	Йеилски университет
Yalta	Ялта
Yalta Conference	Ялтенска конференция
Yangon	Янгон
Yangtze River	Яндзъ
Yard	Ярд
Yasser Arafat	Ясер Арафат
Year	Година
Yellow	Жълт цвят
Yellow River	Хуанхъ
Yellow Sea	Жълто море
Yellowstone National Park	Йелоустоун (национален парк)
Yemen	Йемен
Yemen	Категория:Йемен
