Polish	English
Suharto	Suharto
Sukarno	Sukarno
Celebes	Sulawesi
Siarka	Sulfur
Tlenek siarki(IV)	Sulfur dioxide
Iperyt	Sulfur mustard
Kwas siarkowy(VI)	Sulfuric acid
Sułtan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Lato	Summer
Sumo	Sumo
Słońce	Sun
Kategoria:Słońce	Sun
Sun Jat-sen	Sun Yat-sen
Niedziela	Sunday
Zegar słoneczny	Sundial
Słonecznik zwyczajny	Sunflower
Sunnici	Sunni Islam
Plama słoneczna	Sunspot
Superkomputer	Supercomputer
Nadprzewodnictwo	Superconductivity
Superman	Superman
Supernowa	Supernova
Sąd Najwyższy Stanów Zjednoczonych	Supreme Court of the United States
Sura (Koran)	Sura
Napięcie powierzchniowe	Surface tension
Chirurgia	Surgeon
Chirurgia	Surgery
Kategoria:Chirurgia	Surgery
Surinam	Suriname
Kategoria:Surinam	Suriname
Surrealizm	Surrealism
Surrey (Wielka Brytania)	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Jaskółkowate	Swallow
Łabędź	Swan
Swastyka	Swastika
Suazi	Swaziland
Kategoria:Suazi	Swaziland
Szwecja	Sweden
Kategoria:Szwecja	Sweden
Korona szwedzka	Swedish krona
Batat	Sweet potato
Pływanie	Swimming
Kategoria:Pływanie	Swimming
Frank szwajcarski	Swiss franc
Kategoria:Szwajcarzy	Swiss people
Szwajcaria	Switzerland
Kategoria:Szwajcaria	Switzerland
Miecz	Sword
Sydney	Sydney
Sylaba	Syllable
Sylvia Plath	Sylvia Plath
Symbioza	Symbiosis
Symbol	Symbol
Symfonia	Symphony
Objaw (medycyna)	Symptom
Synagoga	Synagogue
Syndykat	Syndicate
Synestezja	Synesthesia
Synonim	Synonym
Syntaktyka (językoznawstwo)	Syntax
Syntezator	Synthesizer
Kiła	Syphilis
Syrakuzy	Syracuse
Syria	Syria
Kategoria:Syria	Syria
System	System
Systematyka (biologia)	Systematics
T	T
Thomas Edward Lawrence	T. E. Lawrence
Thomas Stearns Eliot	T. S. Eliot
Stół	Table (furniture)
Tenis stołowy	Table tennis
Tabu	Taboo
Publiusz Korneliusz Tacyt	Tacitus
Taekwondo	Taekwondo
Tag (rzeka)	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Ogon	Tail
Tajpej	Taipei
Kategoria:Tajwan	Taiwan
Tajwan (wyspa)	Taiwan
Tadź Mahal	Taj Mahal
Tadżykistan	Tajikistan
Kategoria:Tadżykistan	Tajikistan
Talk	Talc
Talibowie	Taliban
Tallahassee (Floryda)	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa (Floryda)	Tampa
Tampere	Tampere
Tanach	Tanakh
Dynastia Tang	Tang Dynasty
Tanger	Tangier
Tango (taniec towarzyski)	Tango (dance)
Czołg	Tank
Tantal (pierwiastek)	Tantalum
Tantal (mitologia)	Tantalus
Tanzania	Tanzania
Kategoria:Tanzania	Tanzania
Taoizm	Taoism
Tapiry	Tapir
Niesporczaki	Tardigrade
Tarn (departament)	Tarn
Bylica estragon	Tarragon
Tartar	Tartarus
Tartu	Tartu
Taszkent	Tashkent
Morze Tasmana	Tasman Sea
Tasmania	Tasmania
Diabeł tasmański	Tasmanian Devil
Smak (fizjologia)	Taste
Tatuaż	Tattoo
Tau	Tau
Byk (gwiazdozbiór)	Taurus (constellation)
Puszczyk	Tawny Owl
Podatek	Tax
Kategoria:Podatki	Taxation
Taksówka	Taxicab
Takson	Taxon
Taksonomia	Taxonomy
Cis pospolity	Taxus baccata
Tbilisi	Tbilisi
Herbata	Tea
Kategoria:Herbaty	Tea
Nauczyciel	Teacher
Technet	Technetium
Techno	Techno
Technologia	Technology
Kategoria:Technologia	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Awiw-Jafa	Tel Aviv
Telekomunikacja	Telecommunication
Telegraf	Telegraphy
Telepatia	Telepathy
Telefon	Telephone
Teleskop	Telescope
Luneta (gwiazdozbiór)	Telescopium
Telewizja	Television
Kategoria:Telewizja	Television
Tellur	Tellurium
Temperatura	Temperature
Świątynia	Temple
Świątynia Artemidy w Efezie	Temple of Artemis
Dekalog	Ten Commandments
Teneryfa	Tenerife
Tennessee	Tennessee
Kategoria:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tenis	Tennis
Kategoria:Tenis ziemny	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terb	Terbium
Termity	Termite
Terpsychora	Terpsichore
Planeta skalista	Terrestrial planet
Terroryzm	Terrorism
Kategoria:Terroryzm	Terrorism
Tertulian	Tertullian
Tesla (jednostka)	Tesla (unit)
Jądro (anatomia)	Testicle
Testosteron	Testosterone
Tężec	Tetanus
Tetyda (księżyc)	Tethys (moon)
Tetyda (Tytanida)	Tethys (mythology)
Czworościan	Tetrahedron
Tetrahydrokannabinol	Tetrahydrocannabinol
Czworonogie	Tetrapod
Teksas	Texas
Kategoria:Teksas	Texas
Tkanina	Textile
Tajlandia	Thailand
Kategoria:Tajlandia	Thailand
Tales z Miletu	Thales
Talia (muza)	Thalia
Tal	Thallium
Tanatos (mitologia)	Thanatos
Dzień Dziękczynienia	Thanksgiving
Dzień Dziękczynienia	Thanksgiving (Canada)
Dzień Dziękczynienia	Thanksgiving (United States)
Dzień Dziękczynienia	Thanksgiving (disambiguation)
Gambia	The Gambia
Kategoria:Gambia	The Gambia
Haga	The Hague
Hymn Stanów Zjednoczonych Ameryki	The Star-Spangled Banner
Teatr	Theatre
Kategoria:Teatr	Theatre
Tebe (księżyc)	Thebe (moon)
Teby (Grecja)	Thebes
Teby (Egipt)	Thebes
Thea (mitologia)	Theia
Temida (bogini)	Themis
Temistokles	Themistocles
Teokracja	Theocracy
Teodolit	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Teodozjusz I Wielki	Theodosius I
Teologia	Theology
Kategoria:Teologia	Theology
Twierdzenie	Theorem
Teoria	Theory
Teoria względności	Theory of relativity
Theravada	Theravada
Termodynamika	Thermodynamics
Kategoria:Termodynamika	Thermodynamics
Termometr	Thermometer
Tezeusz	Theseus
Saloniki	Thessaloniki
Tesalia	Thessaly
Theta	Theta
Tetyda (mitologia)	Thetis
Witamina B1	Thiamine
Think tank	Think tank
III wyprawa krzyżowa	Third Crusade
Trzeci Świat	Third World
Wojna trzydziestoletnia	Thirty Years' War
Tomasz z Akwinu	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Tor (pierwiastek)	Thorium
Thot	Thoth
Myślenie	Thought
Tracja	Thrace
Tukidydes	Thucydides
Tul	Thulium
Kciuk	Thumb
Turyngia	Thuringia
Kategoria:Turyngia	Thuringia
Czwartek	Thursday
Wilk workowaty	Thylacine
Macierzanka tymianek	Thyme
Tymina	Thymine
Tarczyca	Thyroid
Tiencin	Tianjin
Tyber	Tiber
Tyberiusz	Tiberius
Tybet (region)	Tibet
Kategoria:Tybet	Tibet
Ticino	Ticino
Pływy morskie	Tide
Ziemia Ognista (archipelag)	Tierra del Fuego
Tygrys	Tiger
Tygrys (rzeka)	Tigris
Lipa (drzewo)	Tilia
Timbuktu	Timbuktu
Czas	Time
Kategoria:Czas	Time
Time (tygodnik)	Time (magazine)
Strefa czasowa	Time zone
Timor	Timor
Timur	Timur
Cyna	Tin
Tirana	Tirana
Tkanka	Tissue (biology)
Sikorowate	Tit (bird)
Tytan	Titan (disambiguation)
Tytan (księżyc)	Titan (moon)
Tytan (bóg)	Titan (mythology)
Tytania (księżyc)	Titania (moon)
Titanic (ujednoznacznienie)	Titanic (disambiguation)
Tytan (pierwiastek)	Titanium
Tycjan	Titian
Tytus Flawiusz	Titus
Tivoli (Włochy)	Tivoli
Tytoń	Tobacco
Tocantins (stan)	Tocantins (state)
Witamina E	Tocopherol
Tofu	Tofu
Togo	Togo
Kategoria:Togo	Togo
Tokio	Tokyo
Toledo (Hiszpania)	Toledo
Toluen	Toluene
Tom Hanks	Tom Hanks
Tom i Jerry	Tom and Jerry
Pomidor zwyczajny	Tomato
Tona	Ton
Tonga	Tonga
Kategoria:Tonga	Tonga
Język (anatomia)	Tongue
Toni Morrison	Toni Morrison
Tona	Tonne
Tony Blair	Tony Blair
Narzędzie	Tool
Ząb (stomatologia)	Tooth
Szczoteczka do zębów	Toothbrush
Topaz	Topaz
Topeka (Kansas)	Topeka
Topologia	Topology
Kategoria:Topologia	Topology
Tora	Torah
Tornado	Tornado
Toronto	Toronto
Torpeda	Torpedo
Moment siły	Torque
Żółwie lądowe	Tortoise
Tortura	Torture
Torus (matematyka)	Torus
Totalitaryzm	Totalitarianism
Tulon	Toulon
Tuluza	Toulouse
Tour de France	Tour de France
Turystyka	Tourism
Kategoria:Turystyka	Tourism
Tours	Tours
Wieża	Tower
Wieża Babel	Tower of Babel
Tower of London	Tower of London
Miasto	Town
Trucizna	Toxicity
Toksykologia	Toxicology
Zabawka	Toy
Toyota	Toyota
Ciągnik	Tractor
Handel	Trade
Związek zawodowy	Trade union
Znak handlowy	Trademark
Tradycja	Tradition
Tragedia	Tragedy
Pociąg	Train
Dworzec kolejowy	Train station
Trajan	Trajan
Tramwaj	Tram
Liczba przestępna	Transcendental number
Transformator	Transformer
Tranzystor	Transistor
Transliteracja	Transliteration
TCP	Transmission Control Protocol
Kategoria:Transport	Transportation
Transseksualizm	Transsexualism
Siedmiogród	Transylvania
Trapez	Trapezoid
Umowa międzynarodowa	Treaty
Traktat wersalski	Treaty of Versailles
Drzewo	Tree
Trydent	Trento
Trenton (New Jersey)	Trenton
Trójkąt	Triangle
Trójkąt (gwiazdozbiór)	Triangulum
Trójkąt Południowy	Triangulum Australe
Trias	Triassic
Dopływ	Tributary
Triceratops	Triceratops
Trewir	Trier
Funkcje trygonometryczne	Trigonometric function
Trygonometria	Trigonometry
Kategoria:Trygonometria	Trigonometry
Trylobity	Trilobite
Trylogia	Trilogy
Trynidad	Trinidad
Trynidad i Tobago	Trinidad and Tobago
Kategoria:Trynidad i Tobago	Trinidad and Tobago
Trotyl	Trinitrotoluene
Trójca Święta	Trinity
Trypolis	Tripoli
Triskelion	Triskelion
Tryt	Tritium
Tryton (księżyc)	Triton (moon)
Tryton (mitologia)	Triton (mythology)
Łuk triumfalny	Triumphal arch
Koń trojański	Trojan Horse
Wojna trojańska	Trojan War
Koń trojański (informatyka)	Trojan horse (computing)
Troll	Troll
Trollowanie	Troll (Internet)
Trolejbus	Trolleybus
Puzon	Trombone
Trondheim	Trondheim
Strefa międzyzwrotnikowa	Tropics
Troposfera	Troposphere
Trockizm	Trotskyism
Troja	Troy
Samochód ciężarowy	Truck
Doktryna Trumana	Truman Doctrine
Trąbka	Trumpet
Prawda	Truth
Trygve Lie	Trygve Lie
Tryptofan	Tryptophan
Car	Tsar
Tsunami	Tsunami
Tuaregowie	Tuareg
Tuba	Tuba
Trufla (grzyb)	Tuber (genus)
Gruźlica	Tuberculosis
Tukan (gwiazdozbiór)	Tucana
Tucson	Tucson
Wtorek	Tuesday
Tulipan	Tulip
Guz (medycyna)	Tumor
Tundra	Tundra
Wolfram	Tungsten
Osłonice	Tunicate
Tunis	Tunis
Tunezja	Tunisia
Kategoria:Tunezja	Tunisia
Tunel (budownictwo)	Tunnel
Turbina	Turbine
Turyn	Turin
Maszyna Turinga	Turing machine
Turcja	Turkey
Kategoria:Turcja	Turkey
Turkmenistan	Turkmenistan
Kategoria:Turkmenistan	Turkmenistan
Ostryż długi	Turmeric
Żółwie	Turtle
Toskania	Tuscany
Tuvalu	Tuvalu
Kategoria:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Maszyna do pisania	Typewriter
Tyfon	Typhon
Typografia	Typography
Kategoria:Typografia	Typography
Tyranozaur	Tyrannosaurus
Tyr (miasto)	Tyre
Tyrol (kraj związkowy)	Tyrol (state)
Morze Tyrreńskie	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa (miasto)	Ufa
Uganda	Uganda
Kategoria:Uganda	Uganda
Ukraina	Ukraine
Kategoria:Ukraina	Ukraine
Ułan Bator	Ulan Bator
Ulster	Ulster
Ultradźwięki	Ultrasound
Ultrafiolet	Ultraviolet
Ulysses Grant	Ulysses S. Grant
Parasol	Umbrella
Umbria	Umbria
Zasada nieoznaczoności	Uncertainty principle
Bezrobocie	Unemployment
Jednorożec	Unicorn
UFO	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Suma zbiorów	Union (set theory)
Zjednoczone Emiraty Arabskie	United Arab Emirates
Kategoria:Zjednoczone Emiraty Arabskie	United Arab Emirates
Zjednoczona Republika Arabska	United Arab Republic
Wielka Brytania	United Kingdom
Kategoria:Wielka Brytania	United Kingdom
Organizacja Narodów Zjednoczonych	United Nations
Kategoria:Organizacja Narodów Zjednoczonych	United Nations
UNICEF	United Nations Children's Fund
Stany Zjednoczone	United States
Kategoria:Stany Zjednoczone	United States
United States Air Force	United States Air Force
Kongres Stanów Zjednoczonych	United States Congress
Konstytucja Stanów Zjednoczonych	United States Constitution
Izba Reprezentantów Stanów Zjednoczonych	United States House of Representatives
West Point	United States Military Academy
United States Navy	United States Navy
Senat Stanów Zjednoczonych	United States Senate
Wyspy Dziewicze Stanów Zjednoczonych	United States Virgin Islands
Dolar amerykański	United States dollar
Wszechświat	Universe
Uniwersytet	University
Uniwersytet Chicagowski	University of Chicago
Uniwersytet Pensylwanii	University of Pennsylvania
Unix	Unix
Kategoria:Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upaniszady	Upanishad
Uppsala	Uppsala
Ipsylon	Upsilon
Ur (miasto)	Ur
Uracyl	Uracil
Ural (góry)	Ural Mountains
Urania	Urania
Uran (pierwiastek)	Uranium
Uran	Uranus
Kategoria:Uran	Uranus
Uranos	Uranus (mythology)
Język urdu	Urdu
Mocznik	Urea
Mocz	Urine
Wielka Niedźwiedzica	Ursa Major
Mała Niedźwiedzica	Ursa Minor
Urugwaj	Uruguay
Kategoria:Urugwaj	Uruguay
Utah	Utah
Kategoria:Utah	Utah
Macica	Uterus
Utylitaryzm	Utilitarianism
Utopia (termin)	Utopia
Utrecht	Utrecht (city)
Utrecht (prowincja)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Kategoria:Uzbekistan	Uzbekistan
Szczepionka	Vaccine
Wakuola	Vacuole
Próżnia	Vacuum
Lampa elektronowa	Vacuum tube
Vaduz	Vaduz
Pochwa (anatomia)	Vagina
Valence (Drôme)	Valence
Wartościowość	Valence (chemistry)
Walencja	Valencia
Walencja (ujednoznacznienie)	Valencia
Walentina Tierieszkowa	Valentina Tereshkova
Walentynki	Valentine's Day
Walhalla	Valhalla
Walkirie	Valkyrie
Valletta	Valletta
Dolina	Valley
Wampir	Vampire
Wanad	Vanadium
Vancouver (Kolumbia Brytyjska)	Vancouver
Vancouver (wyspa)	Vancouver Island
Wandalizm	Vandalism
Wanowie	Vanir
Vanuatu	Vanuatu
Kategoria:Vanuatu	Vanuatu
Var (departament)	Var (department)
Wariancja	Variance
Warna	Varna
Rośliny naczyniowe	Vascular plant
Watykan	Vatican City
Kategoria:Watykan	Vatican City
Wektor	Vector (spatial)
Wega	Vega
Warzywa	Vegetable
Wegetarianizm	Vegetarianism
Żyła	Vein
Żagiel (gwiazdozbiór)	Vela (constellation)
Welociraptor	Velociraptor
Prędkość	Velocity
Wenecja Euganejska	Veneto
Wenezuela	Venezuela
Kategoria:Wenezuela	Venezuela
Wenecja	Venice
Wenus	Venus
Wenus (ujednoznacznienie)	Venus (disambiguation)
Wenus (bogini)	Venus (mythology)
Czasownik	Verb
Vermont	Vermont
Kategoria:Vermont	Vermont
Werona	Verona
Wersal	Versailles
Kręg	Vertebra
Kręgosłup	Vertebral column
Kręgowce	Vertebrate
Wespazjan	Vespasian
Westa	Vesta (mythology)
Weto	Veto
Wiceprezydenci Stanów Zjednoczonych	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria (Seszele)	Victoria
Victoria (Kolumbia Brytyjska)	Victoria
Wiktoria	Victoria
Wiktoria (stan Australii)	Victoria (Australia)
Wodospady Wiktorii	Victoria Falls
Gry komputerowe i wideo	Video game
Wiedeń	Vienna
Kategoria:Wiedeń	Vienna
Vienne (departament)	Vienne
Wientian	Vientiane
Wietnam	Vietnam
Kategoria:Wietnam	Vietnam
Wojna wietnamska	Vietnam War
Wikingowie	Viking
Vilfredo Pareto	Vilfredo Pareto
Wieś	Village
Wilno	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Ocet	Vinegar
Altówka	Viola
Przemoc	Violence
Skrzypce	Violin
Wergiliusz	Virgil
Wyspy Dziewicze	Virgin Islands
Wirginia	Virginia
Kategoria:Wirginia	Virginia
Virginia Woolf	Virginia Woolf
Dziewictwo	Virginity
Panna (gwiazdozbiór)	Virgo (constellation)
Pamięć wirtualna	Virtual memory
Rzeczywistość wirtualna	Virtual reality
Cnota	Virtue
Wirusy	Virus
Lepkość	Viscosity
Wisznu	Vishnu
Wisła	Vistula
Witaminy	Vitamin
Witamina A	Vitamin A
Witamina B6	Vitamin B6
Witamina D	Vitamin D
Witamina K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Włodzimierz Lenin	Vladimir Lenin
Władimir Nabokow	Vladimir Nabokov
Władimir Putin	Vladimir Putin
Władywostok	Vladivostok
Wołacz	Vocative case
Wódka	Vodka
Ryba Latająca (gwiazdozbiór)	Volans
Wulkan	Volcano
Kategoria:Wulkanizm	Volcanology
Wulkanologia	Volcanology
Wołga	Volga River
Wołgograd	Volgograd
Piłka siatkowa	Volleyball
Kategoria:Piłka siatkowa	Volleyball
Wolt	Volt
Napięcie elektryczne	Voltage
Voltaire	Voltaire
Objętość (matematyka)	Volume
Wymioty	Vomiting
Voodoo	Voodoo
Samogłoska	Vowel
Wulkan (bóg)	Vulcan (mythology)
Wulgata	Vulgate
Lisek (gwiazdozbiór)	Vulpecula
Srom	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabizm	Wahhabism
Wake	Wake Island
Walia	Wales
Kategoria:Walia	Wales
Orzech (roślina)	Walnut
Mors	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Wojna	War
Kategoria:Wojny	War
Zbrodnie wojenne	War crime
Wojna o sukcesję hiszpańską	War of the Spanish Succession
Wojna Dwóch Róż	Wars of the Roses
Warszawa	Warsaw
Brodawka	Wart
Pralka	Washing machine
Waszyngton	Washington
Waszyngton (stan w USA)	Washington
Kategoria:Waszyngton (stan)	Washington
Waszyngton (ujednoznacznienie)	Washington (disambiguation)
Wasilij Kandinskij	Wassily Kandinsky
Odpady	Waste
Woda	Water
Kategoria:Woda	Water
Piłka wodna	Water polo
Wodospad	Waterfall
Afera Watergate	Watergate scandal
Kawon	Watermelon
Wat	Watt
Kilowatogodzina	Watt-hour
Fala	Wave
Długość fali	Wavelength
Woski	Wax
Oddziaływanie słabe	Weak interaction
Broń	Weapon
Pogoda	Weather
Przeglądarka internetowa	Web browser
Strona internetowa	Web page
Kamera internetowa	Webcam
Weber (jednostka)	Weber (unit)
Serwis internetowy	Website
Środa	Wednesday
Tydzień	Week
Ciężar	Weight
Podnoszenie ciężarów	Weightlifting
Weimar	Weimar
Republika Weimarska	Weimar Republic
Połączenia spawane	Welding
Wellington (Nowa Zelandia)	Wellington
Wilkołak	Werewolf
Wernher von Braun	Wernher von Braun
Wezera	Weser River
Zachód (kierunek)	West
Afryka Zachodnia	West Africa
Zachodni Brzeg	West Bank
Bengal Zachodni	West Bengal
Berlin Zachodni	West Berlin
West Sussex	West Sussex
Wirginia Zachodnia	West Virginia
Kategoria:Wirginia Zachodnia	West Virginia
Australia Zachodnia	Western Australia
Cesarstwo zachodniorzymskie	Western Roman Empire
Sahara Zachodnia	Western Sahara
Kategoria:Sahara Zachodnia	Western Sahara
Opactwo Westminsterskie	Westminster Abbey
Wieloryb	Whale
Pszenica	Wheat
Koło (technika)	Wheel
Whisky	Whisky
Biały Dom	White House
Morze Białe	White Sea
Leukocyt	White blood cell
Biały karzeł	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Sieć rozległa	Wide area network
Wiesbaden	Wiesbaden
Żbik	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testament	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William H. Taft	William Howard Taft
Wilhelm I Hohenzollern	William I
Wilhelm II Hohenzollern	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Szekspir	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
William Ockham	William of Ockham
Wierzba	Willow
Willy Brandt	Willy Brandt
Instrument dęty	Wind instrument
Energia wiatru	Wind power
Windhuk	Windhoek
Wiatrak	Windmill
Okno	Window
Wino	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Zima	Winter
Zimowe igrzyska olimpijskie	Winter Olympic Games
Kategoria:Zimowe igrzyska olimpijskie	Winter Olympic Games
Wisconsin	Wisconsin
Kategoria:Wisconsin	Wisconsin
Wolfgang Amadeusz Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Kobieta	Woman
Drewno (technika)	Wood
Woodrow Wilson	Woodrow Wilson
Instrument dęty drewniany	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Wyraz	Word
Procesor tekstu	Word processor
Świat	World
Bank Światowy	World Bank
Światowa Organizacja Zdrowia	World Health Organization
Światowa Organizacja Meteorologiczna	World Meteorological Organization
World Trade Center	World Trade Center
Światowa Organizacja Handlu	World Trade Organization
I wojna światowa	World War I
Kategoria:I wojna światowa	World War I
II wojna światowa	World War II
Kategoria:II wojna światowa	World War II
World Wide Web	World Wide Web
Kategoria:World Wide Web	World Wide Web
Robaki	Worm
Tunel czasoprzestrzenny	Wormhole
Pisarz	Writer
Pismo	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Kategoria:Wyoming	Wyoming
Promieniowanie rentgenowskie	X-ray
Szczerbaki	Xenarthra
Ksenon	Xenon
Ksenofanes	Xenophanes
Ksenofobia	Xenophobia
Ksenofont	Xenophon
Ksi	Xi
Sinkiang	Xinjiang
Ksylofon	Xylophone
Y	Y
Jahwe	Yahweh
Jak	Yak
Yakuza	Yakuza
Uniwersytet Yale'a	Yale University
Jałta	Yalta
Konferencja jałtańska	Yalta Conference
Rangun	Yangon
Jangcy	Yangtze River
Jard	Yard
Jaser Arafat	Yasser Arafat
Rok	Year
Drożdże	Yeast
Barwa żółta	Yellow
Huang He	Yellow River
Morze Żółte	Yellow Sea
Park Narodowy Yellowstone	Yellowstone National Park
Jemen	Yemen
Kategoria:Jemen	Yemen
Jenisej	Yenisei River
Erywań	Yerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Jojo (zabawka)	Yo-yo
Joga	Yoga
Jogurt	Yoghurt
Yoko Ono	Yoko Ono
Jokohama	Yokohama
Jom Kippur	Yom Kippur
Wojna Jom Kippur	Yom Kippur War
York	York
Park Narodowy Yosemite	Yosemite National Park
Moduł Younga	Young's modulus
Iterb	Ytterbium
Itr	Yttrium
Dynastia Yuan	Yuan Dynasty
Jugosławia	Yugoslavia
Kategoria:Jugosławia	Yugoslavia
Jukon (terytorium Kanady)	Yukon
Junnan	Yunnan
Jurij Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagrzeb	Zagreb
Zambezi	Zambezi
Zambia	Zambia
Kategoria:Zambia	Zambia
Zanzibar	Zanzibar
Saragossa	Zaragoza
Zelandia (wyspa)	Zealand
Zen	Zen
Zenit (astronomia)	Zenith
Zenon Izauryjczyk	Zeno (emperor)
Zenon z Kition	Zeno of Citium
Zenon z Elei	Zeno of Elea
Dzeta	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Ziggurat	Ziggurat
Zimbabwe	Zimbabwe
Kategoria:Zimbabwe	Zimbabwe
Cynk	Zinc
Syjonizm	Zionism
Cyrkon (pierwiastek)	Zirconium
Zodiak	Zodiac
Zombie	Zombie
