Ukrainian	English
Україна	Ukraine
Категорія:Україна	Ukraine
Улан-Батор	Ulan Bator
Ультразвук	Ultrasound
Випромінювання ультрафіолетове	Ultraviolet
Умбрія	Umbria
Принцип невизначеності	Uncertainty principle
Безробіття	Unemployment
Єдиноріг	Unicorn
Неопізнаний літаючий об'єкт	Unidentified flying object
Уніфікований локатор ресурсів	Uniform Resource Locator
Об'єднання множин	Union (set theory)
Об'єднані Арабські Емірати	United Arab Emirates
Категорія:Об'єднані Арабські Емірати	United Arab Emirates
Об'єднана Арабська Республіка	United Arab Republic
Велика Британія	United Kingdom
Категорія:Великобританія	United Kingdom
Організація Об'єднаних Націй	United Nations
Категорія:ООН	United Nations
Дитячий фонд ООН	United Nations Children's Fund
Сполучені Штати Америки	United States
Категорія:США	United States
Конгрес США	United States Congress
Конституція США	United States Constitution
Палата представників США	United States House of Representatives
Військово-морські сили США	United States Navy
Сенат США	United States Senate
Американські Віргінські острови	United States Virgin Islands
Долар США	United States dollar
Всесвіт	Universe
Університет	University
Чиказький університет	University of Chicago
UNIX	Unix
Категорія:Юнікс	Unix
Унунбій	Ununbium
Унунгексій	Ununhexium
Унунпентій	Ununpentium
Унунквадій	Ununquadium
Унунтрій	Ununtrium
Упанішади	Upanishad
Уппсала	Uppsala
Іпсилон (літера)	Upsilon
Ур	Ur
Урацил	Uracil
Урал	Ural Mountains
Уранія	Urania
Уран (хімічний елемент)	Uranium
Уран (планета)	Uranus
Уран (міфологія)	Uranus (mythology)
Урду	Urdu
Велика Ведмедиця (сузір'я)	Ursa Major
Мала Ведмедиця (сузір'я)	Ursa Minor
Уругвай	Uruguay
Категорія:Уругвай	Uruguay
Юта	Utah
Матка	Uterus
Утилітаризм	Utilitarianism
Утопія	Utopia
Утрехт	Utrecht (city)
Узбекистан	Uzbekistan
Категорія:Узбекистан	Uzbekistan
V (латиниця)	V
Вакцина	Vaccine
Вакуоля	Vacuole
Вакуум	Vacuum
Вадуц	Vaduz
Піхва	Vagina
Валентність	Valence (chemistry)
Валенсія	Valencia
Терешкова Валентина Володимирівна	Valentina Tereshkova
День святого Валентина	Valentine's Day
Валькирія	Valkyrie
Валетта	Valletta
Долина	Valley
Вампір	Vampire
Ванадій	Vanadium
Ванкувер	Vancouver
Ванкувер (острів)	Vancouver Island
Вануату	Vanuatu
Дисперсія випадкової величини	Variance
Варна (місто)	Varna
Судинні рослини	Vascular plant
Ватикан	Vatican City
Категорія:Ватикан	Vatican City
Вектор	Vector (spatial)
Вега	Vega
Овоч	Vegetable
Вегетаріанство	Vegetarianism
Вена (анатомія)	Vein
Вітрила (сузір'я)	Vela (constellation)
Швидкість	Velocity
Венето	Veneto
Венесуела	Venezuela
Категорія:Венесуела	Venezuela
Венеція	Venice
Венера (планета)	Venus
Венера	Venus (disambiguation)
Венера (міфологія)	Venus (mythology)
Дієслово	Verb
Вермонт	Vermont
Верона	Verona
Версаль	Versailles
Хребці	Vertebra
Хребет	Vertebral column
Хребетні	Vertebrate
Веста	Vesta (mythology)
Вето	Veto
Віце-президент США	Vice President of the United States
Гюго Віктор-Марі	Victor Hugo
Вікторія (Сейшельські Острови)	Victoria
Вікторія (Британська Колумбія)	Victoria
Вікторія	Victoria
Вікторія (штат)	Victoria (Australia)
Вікторія (водоспад)	Victoria Falls
Відео	Video
Комп'ютерні ігри	Video game
Відень	Vienna
Категорія:Відень	Vienna
В'єтнам	Vietnam
Категорія:В'єтнам	Vietnam
Війна у В'єтнамі	Vietnam War
Вікінги	Viking
Парето Вільфредо	Vilfredo Pareto
Село	Village
Вільнюс	Vilnius
Ван Гог Вінсент	Vincent van Gogh
Белліні Вінченцо	Vincenzo Bellini
Оцет	Vinegar
Альт (музичний інструмент)	Viola
Скрипка	Violin
Вергілій Публій Марон	Virgil
Віргінські острови	Virgin Islands
Вірджинія	Virginia
Діва (сузір'я)	Virgo (constellation)
Віртуальна реальність	Virtual reality
Чеснота	Virtue
Вірус	Virus
В'язкість	Viscosity
Вішну	Vishnu
Вісла	Vistula
Вітаміни	Vitamin
Вітамін A	Vitamin A
Піридоксин	Vitamin B6
Вітамін C	Vitamin C
Вітамін D	Vitamin D
Вітторіо де Сіка	Vittorio De Sica
Беринг Вітус Йонас	Vitus Bering
Ленін Володимир Ілліч	Vladimir Lenin
Набоков Володимир Володимирович	Vladimir Nabokov
Путін Володимир Володимирович	Vladimir Putin
Владивосток	Vladivostok
Кличний відмінок	Vocative case
Горілка	Vodka
Летюча Риба (сузір'я)	Volans
Вулкан	Volcano
Категорія:Вулканологія	Volcanology
Вулканологія	Volcanology
Волга	Volga River
Волгоград	Volgograd
Волейбол	Volleyball
Вольт	Volt
Напруга	Voltage
Вольтер	Voltaire
Об'єм	Volume
Блювання	Vomiting
Голосний звук	Vowel
Вульґата	Vulgate
Лисичка (сузір'я)	Vulpecula
W (латиниця)	W
Моем Вільям Сомерсет	W. Somerset Maugham
WYSIWYG	WYSIWYG
Ваххабізм	Wahhabism
Вейк (острів)	Wake Island
Уельс	Wales
Категорія:Уельс	Wales
Горіх (дерево)	Walnut
Уолт Дісней	Walt Disney
Скотт Вальтер	Walter Scott
Війна	War
Війна за іспанську спадщину	War of the Spanish Succession
Варшава	Warsaw
Бородавка	Wart
Пральна машина	Washing machine
Вашингтон (округ Колумбія)	Washington
Вашингтон (штат)	Washington
Вашингтон	Washington (disambiguation)
Відходи	Waste
Вода	Water
Категорія:Вода	Water
Водоспад	Waterfall
Кавун	Watermelon
Ват	Watt
Ват-година	Watt-hour
Хвиля	Wave
Довжина хвилі	Wavelength
Віск	Wax
Слабка взаємодія	Weak interaction
Зброя	Weapon
Погода	Weather
Браузер	Web browser
Веб-сторінка	Web page
Вебер (одиниця)	Weber (unit)
Сайт	Website
Середа	Wednesday
Тиждень	Week
Вага	Weight
Веймар	Weimar
Веймарська республіка	Weimar Republic
Зварювання	Welding
Веллінгтон	Wellington
Вовкулак	Werewolf
Захід	West
Західна Африка	West Africa
Західний берег ріки Йордан	West Bank
Західний Бенгал	West Bengal
Західна Вірджинія	West Virginia
Західна Австралія	Western Australia
Західна Сахара	Western Sahara
Вестмінстерське абатство	Westminster Abbey
Китоподібні	Whale
Пшениця	Wheat
Колесо	Wheel
Віскі	Whisky
Білий дім	White House
Біле море	White Sea
Лейкоцити	White blood cell
Білий карлик	White dwarf
Вайтхорс	Whitehorse
Вікка	Wicca
Вісбаден	Wiesbaden
Кіт лісовий	Wildcat
Спадковий договір	Will (law)
Блейк Вільям	William Blake
Єйтс Вільям Батлер	William Butler Yeats
Фолкнер Вільям	William Faulkner
Гарвей Вільям	William Harvey
Гершель Фрідріх Вільгельм	William Herschel
Вільгельм I Гогенцоллерн	William I
Вільгельм II Гогенцоллерн	William II
Гамільтон Вільям Роуен	William Rowan Hamilton
Шекспір Вільям	William Shakespeare
Шоклі Вільям Бредфорд	William Shockley
Вордсворт Вільям	William Wordsworth
Вільям Оккам	William of Ockham
Верба	Willow
Віллі Брандт	Willy Brandt
Вітроенергетика	Wind power
Віндгук	Windhoek
Вітряк	Windmill
Вікно	Window
Вино	Wine
Категорія:Вина	Wine
Вінніпег (місто)	Winnipeg
Черчилль Вінстон	Winston Churchill
Зима	Winter
Вісконсин	Wisconsin
Моцарт Вольфґанґ Амадей	Wolfgang Amadeus Mozart
Паулі Вольфганг Ернст	Wolfgang Pauli
Жінка	Woman
Деревина	Wood
Вудро Вільсон	Woodrow Wilson
Вуді Аллен	Woody Allen
Слово	Word
Текстовий процесор	Word processor
Світ	World
Світовий банк	World Bank
Всесвітня організація охорони здоров'я	World Health Organization
Всесвітній торговий центр	World Trade Center
Світова організація торгівлі	World Trade Organization
Перша світова війна	World War I
Категорія:Перша світова війна	World War I
Друга світова війна	World War II
Категорія:Друга світова війна	World War II
Всесвітня павутина	World Wide Web
Світова війна	World war
Черви	Worm
Письменник	Writer
Вайомінг	Wyoming
X (латиниця)	X
Рентгенівське випромінювання	X-ray
Неповнозубі	Xenarthra
Ксенон	Xenon
Ксенофан	Xenophanes
Ксенофобія	Xenophobia
Ксенофонт	Xenophon
Ксі (літера)	Xi
Сіньцзян-Уйгурський автономний район	Xinjiang
Ксилофон	Xylophone
Y (латиниця)	Y
Якудза	Yakuza
Ялта	Yalta
Ялтинська конференція	Yalta Conference
