English	Hebrew
Sufism	סופיות
Suharto	סוהארטו
Sulfur	גופרית
Sulfur dioxide	גופרית דו-חמצנית
Sulfuric acid	חומצה גופרתית
Sultan	סולטן
Sumatra	סומטרה
Sumer	שומר
Summer	קיץ
Sumo	סומו
Sun	השמש
Sun	קטגוריה:השמש
Sun Yat-sen	סון יאט-סן
Sunday	יום ראשון
Sundial	שעון שמש
Sunflower	חמנית
Sunni Islam	אסלאם סוני
Sunspot	כתם שמש
Supercomputer	מחשב-על
Superconductivity	מוליכות-על
Superman	סופרמן
Supernova	סופרנובה
Supreme Court of the United States	בית המשפט העליון של ארצות הברית
Sura	סורה
Surface tension	מתח פנים
Surgeon	כירורגיה
Surgery	כירורגיה
Surgery	קטגוריה:כירורגיה
Suriname	סורינאם
Suriname	קטגוריה:סורינאם
Surrealism	סוריאליזם
Sushi	סושי
Suva	סובה
Svalbard	סבאלברד
Swallow	סנוניתיים
Swan	ברבור
Swastika	צלב קרס
Swaziland	סווזילנד
Swaziland	קטגוריה:סווזילנד
Sweden	שבדיה
Sweden	קטגוריה:שבדיה
Sweet potato	בטטה
Swimming	שחייה
Swimming	קטגוריה:שחייה
Swiss franc	פרנק שווייצרי
Switzerland	שווייץ
Switzerland	קטגוריה:שווייץ
Sword	חרב
Sydney	סידני
Syllable	הברה
Sylvia Plath	סילביה פלאת'
Symbiosis	סימביוזה
Symbol	סמל
Symphony	סימפוניה
Symptom	תסמין
Synagogue	בית כנסת
Syndicate	איגוד מקצועי
Synesthesia	סינסתזיה
Synonym	מילה נרדפת
Syntax	תחביר
Synthesizer	סינתיסייזר
Syphilis	עגבת
Syracuse	סירקוזה
Syria	סוריה
Syria	קטגוריה:סוריה
System	מערכת
T	T
T. E. Lawrence	לורנס איש ערב
T. S. Eliot	תומאס סטרנס אליוט
Table (furniture)	שולחן
Table tennis	טניס שולחן
Taboo	טאבו (סוציולוגיה)
Tacitus	טקיטוס
Taekwondo	טאיקוונדו
Tagus	טחו
Tahiti	טהיטי
Tai chi chuan	טאי צ'י
Tail	זנב
Taipei	טאיפיי
Taiwan	הרפובליקה הסינית
Taj Mahal	טאג' מהאל
Tajikistan	טג'יקיסטן
Tajikistan	קטגוריה:טג'יקיסטן
Talc	טלק
Taliban	טליבאן
Tallahassee	טאלאהאסי
Tallinn	טאלין
Talmud	תלמוד
Tamil Nadu	טאמיל נאדו
Tampa	טמפה
Tampere	טמפרה (פינלנד)
Tanakh	תנ"ך
Tangier	טנג'יר
Tango (dance)	טנגו
Tank	טנק
Tantalum	טנטלום
Tantalus	טנטלוס
Tanzania	טנזניה
Tanzania	קטגוריה:טנזניה
Taoism	טאואיזם
Tapir	טפיר
Tardigrade	דובוני מים
Tartarus	טרטרוס
Tartu	טרטו
Tashkent	טשקנט
Tasman Sea	ים טסמן
Tasmania	טסמניה
Tasmanian Devil	שד טסמני
Taste	טעם
Tattoo	קעקע
Tau	טאו (אות)
Taurus (constellation)	שור (קבוצת כוכבים)
Tawny Owl	לילית מצויה
Tax	מס
Taxation	קטגוריה:מסים
Taxicab	מונית
Taxon	טקסון
Taxonomy	טקסונומיה
Tbilisi	טביליסי
Tea	תה
Tea	קטגוריה:תה
Teacher	מורה
Technetium	טכנציום
Techno	טכנו
Technology	טכנולוגיה
Technology	קטגוריה:טכנולוגיה
Tegucigalpa	טגוסיגלפה
Tehran	טהראן
Tel Aviv	תל אביב-יפו
Telecommunication	תקשורת
Telegraphy	טלגרפיה
Telepathy	טלפתיה
Telephone	טלפון
Telescope	טלסקופ
Telescopium	טלסקופ (קבוצת כוכבים)
Television	טלוויזיה
Television	קטגוריה:טלוויזיה
Tellurium	טלור
Temperature	טמפרטורה
Temple	מקדש
Temple of Artemis	מקדש ארטמיס באפסוס
Ten Commandments	עשרת הדיברות
Tenerife	טנריף
Tennessee	טנסי
Tennessee	קטגוריה:טנסי
Tennessee Williams	טנסי ויליאמס
Tennis	טניס
Tennis	קטגוריה:טניס
Tenor	טנור
Tenzing Norgay	טנזינג נורגיי
Tequila	טקילה
Terbium	טרביום
Termite	טרמיטאים
Terpsichore	טרפסיכורה
Terrestrial planet	כוכב לכת ארצי
Terrorism	טרור
Terrorism	קטגוריה:טרור
Tertullian	טרטוליאנוס
Tesla (unit)	טסלה
Testicle	אשך
Testosterone	טסטוסטרון
Tetanus	טטנוס
Tethys (mythology)	טתיס
Tetrahedron	ארבעון
Tetrahydrocannabinol	THC
Tetrapod	בעלי ארבע רגליים
Texas	טקסס
Texas	קטגוריה:טקסס
Textile	טקסטיל
Thailand	תאילנד
Thailand	קטגוריה:תאילנד
Thales	תאלס
Thalia	תאליה
Thallium	תליום
Thanatos	תנטוס
Thanksgiving	חג ההודיה
Thanksgiving (Canada)	חג ההודיה
Thanksgiving (United States)	חג ההודיה
Thanksgiving (disambiguation)	חג ההודיה
The Gambia	גמביה
The Gambia	קטגוריה:גמביה
The Hague	האג
The Star-Spangled Banner	הדגל זרוע הכוכבים
Theatre	תיאטרון
Theatre	קטגוריה:תיאטרון
Thebe (moon)	תבה
Thebes	תבאי
Thebes	תבאי (מצרים)
Theia	תאה
Themis	תמיס (מיתולוגיה)
Themistocles	תמיסטוקלס
Theocracy	תאוקרטיה
Theodolite	תאודוליט
Theodor Mommsen	תאודור מומזן
Theodore Roosevelt	תאודור רוזוולט
Theodosius I	תאודוסיוס הראשון
Theology	פילוסופיה של הדת
Theology	קטגוריה:תאולוגיה
Theorem	משפט (מתמטיקה)
Theory	תאוריה
Theory of relativity	תורת היחסות
Theravada	טהרוואדה
Thermodynamics	תרמודינמיקה
Thermodynamics	קטגוריה:תרמודינמיקה
Thermometer	מד טמפרטורה
Theseus	תסאוס
Thessaloniki	סלוניקי
Thessaly	תסליה
Theta	תטא
Thetis	תטיס (מיתולוגיה)
Thiamine	ויטמין B1
Think tank	צוות חשיבה
Third Crusade	מסע הצלב השלישי
Third World	העולם השלישי
Thirty Years' War	מלחמת שלושים השנים
Thomas Aquinas	תומאס אקווינס
Thomas Edison	תומאס אלווה אדיסון
Thomas Hardy	תומאס הרדי
Thomas Hobbes	תומאס הובס
Thomas Jefferson	תומאס ג'פרסון
Thomas Malthus	תומס מלתוס
Thomas Mann	תומאס מאן
Thomas More	תומאס מור
Thomas Paine	תומאס פיין
Thomas Young (scientist)	תומס יאנג
Thor	תור (אל)
Thorium	תוריום
Thought	חשיבה
Thrace	תראקיה
Thucydides	תוקידידס
Thulium	תוליום
Thumb	אגודל
Thuringia	תורינגיה
Thursday	יום חמישי
Thylacine	זאב טסמני
Thyme	קורנית (צמח)
Thymine	תימין
Thyroid	בלוטת התריס
Tianjin	טיינג'ין
Tiber	טיבר
Tiberius	טיבריוס
Tibet	טיבט
Tibet	קטגוריה:טיבט
Ticino	טיצ'ינו (קנטון)
Tide	גאות ושפל
Tierra del Fuego	ארץ האש
Tiger	טיגריס
Tigris	חידקל
Tilia	טיליה
Timbuktu	טימבוקטו
Time	זמן
Time	קטגוריה:זמן
Time (magazine)	טיים מגזין
Time zone	אזור זמן
Timor	טימור (אי)
Timur	טימור לנג
Tin	בדיל
Tirana	טירנה
Tissue (biology)	רקמת תאים
Titan (disambiguation)	טיטאן (פירושונים)
Titan (moon)	טיטאן (ירח)
Titan (mythology)	טיטאנים
Titania (moon)	טיטניה
Titanium	טיטניום
Titian	טיציאן
Titus	טיטוס
Tivoli	טיבולי (איטליה)
Tobacco	טבק
Tocantins (state)	טוקנטינס (מדינה)
Tocopherol	ויטמין E
Tofu	טופו
Togo	טוגו
Togo	קטגוריה:טוגו
Tokyo	טוקיו
Toledo	טולדו
Toluene	טולואן
Tom Hanks	טום הנקס
Tom and Jerry	טום וג'רי
Tomato	עגבנייה
Tonga	טונגה
Tongue	לשון (איבר)
Toni Morrison	טוני מוריסון
Tony Blair	טוני בלייר
Tool	כלי
Tooth	שן
Toothbrush	מברשת שיניים
Topaz	טופז
Topeka	טופיקה
Topology	טופולוגיה
Topology	קטגוריה:טופולוגיה
Torah	תורה
Tornado	טורנדו
Toronto	טורונטו
Torpedo	טורפדו
Torque	מומנט כוח
Tortoise	צבים יבשתיים
Torture	עינויים
Torus	טורוס
Totalitarianism	טוטליטריזם
Toulon	טולון
Toulouse	טולוז
Tour de France	טור דה פראנס
Tourism	תיירות
Tourism	קטגוריה:תיירות
Tours	טור (צרפת)
Tower of Babel	מגדל בבל
Tower of London	מצודת לונדון
Town	עיר
Toxicity	רעל
Toxicology	טוקסיקולוגיה
Toy	צעצוע
Toyota	טויוטה
Tractor	טרקטור
Trade	מסחר
Trade union	איגוד מקצועי
Trademark	סימן מסחר
Tradition	מסורת
Tragedy	טרגדיה
Train	רכבת
Train station	תחנת רכבת
Trajan	טריאנוס
Tram	רכבת קלה
Transcendental number	מספר טרנסצנדנטי
Transformer	שנאי
Transistor	טרנזיסטור
Transliteration	תעתיק
Transmission Control Protocol	Transmission Control Protocol
Transportation	קטגוריה:תחבורה
Transsexualism	טרנסקסואליות
Transylvania	טרנסילבניה
Trapezoid	טרפז
Treaty	אמנה (הסכם)
Treaty of Versailles	חוזה ורסאי
Tree	עץ
Trenton	טרנטון
Triangle	משולש
Triassic	טריאס
Triceratops	טריצרטופס
Trier	טריר
Trigonometry	טריגונומטריה
Trigonometry	קטגוריה:טריגונומטריה
Trilobite	טרילוביטים
Trilogy	טרילוגיה
Trinidad	טרינידד (אי)
Trinidad and Tobago	טרינידד וטובגו
Trinidad and Tobago	קטגוריה:טרינידד וטובגו
Trinitrotoluene	TNT
Trinity	השילוש הקדוש
Tripoli	טריפולי (לוב)
Triskelion	טריסקל
Tritium	טריטיום
Triton (moon)	טריטון (ירח)
Triton (mythology)	טריטון (מיתולוגיה)
Triumphal arch	שער ניצחון
Trojan Horse	סוס טרויאני
Trojan War	מלחמת טרויה
Trojan horse (computing)	סוס טרויאני (תוכנה)
Troll	טרול (מיתולוגיה)
Troll (Internet)	טרול (אינטרנט)
Trombone	טרומבון
Trondheim	טרונדהיים
Tropic of Cancer	חוג הסרטן
Tropic of Capricorn	חוג הגדי
Tropics	אזור טרופי
Troposphere	טרופוספירה
Trotskyism	טרוצקיזם
Troy	טרויה
Truck	משאית
Truman Doctrine	דוקטרינת טרומן
Trumpet	חצוצרה
Truth	אמת ושקר (פילוסופיה)
Trygve Lie	טריגווה לי
Tryptophan	טריפטופן
Tsar	צאר
Tsunami	צונמי
Tuba	טובה (כלי נגינה)
Tuber (genus)	כמהין (פטרייה)
Tuberculosis	שחפת
Tucana	טוקאן (קבוצת כוכבים)
Tucson	טוסון
Tuesday	יום שלישי
Tulip	צבעוני
Tumor	גידול
Tundra	טונדרה
Tungsten	טונגסטן
Tunicate	מיתרני זנב
Tunis	תוניס
Tunisia	תוניסיה
Tunisia	קטגוריה:תוניסיה
Tunnel	מנהרה
Turbine	טורבינה
Turin	טורינו
Turing machine	מכונת טיורינג
Turkey	טורקיה
Turkey	קטגוריה:טורקיה
Turkmenistan	טורקמניסטן
Turkmenistan	קטגוריה:טורקמניסטן
Turmeric	כורכום
Turtle	צבים
Tuscany	טוסקנה
Tuvalu	טובאלו
Tuvalu	קטגוריה:טובאלו
Tux	Tux
Tycho Brahe	טיכו ברהה
Typewriter	מכונת כתיבה
Typhon	טיפון
Typography	טיפוגרפיה
Tyrannosaurus	טירנוזאור רקס
Tyre	צור
Tyrol (state)	טירול
Tyrrhenian Sea	הים הטירני
U	U
UNESCO	אונסק"ו
Ufa	אופה (רוסיה)
Uganda	אוגנדה
Uganda	קטגוריה:אוגנדה
Ukraine	אוקראינה
Ukraine	קטגוריה:אוקראינה
Ulan Bator	אולן בטור
Ultrasound	אולטרה סאונד
Ultraviolet	על-סגול
Ulysses S. Grant	יוליסס סימפסון גרנט
Umbrella	מטרייה
Umbria	אומבריה
Uncertainty principle	עקרון אי הוודאות
Unemployment	אבטלה
Unicorn	חד-קרן
Unidentified flying object	עצם בלתי מזוהה
Uniform Resource Locator	URL
Union (set theory)	איחוד (מתמטיקה)
United Arab Emirates	איחוד האמירויות הערביות
United Arab Emirates	קטגוריה:איחוד האמירויות הערביות
United Arab Republic	הרפובליקה הערבית המאוחדת
United Kingdom	הממלכה המאוחדת
United Kingdom	קטגוריה:הממלכה המאוחדת
United Nations	האומות המאוחדות
United Nations	קטגוריה:האומות המאוחדות
United Nations Children's Fund	קרן החירום הבינלאומית של האומות המאוחדות לילדים
United States	ארצות הברית
United States	קטגוריה:ארצות הברית
United States Air Force	חיל האוויר האמריקני
United States Congress	הקונגרס של ארצות הברית
United States Constitution	חוקת ארצות הברית
United States House of Representatives	בית הנבחרים של ארצות הברית
United States Military Academy	האקדמיה הצבאית הלאומית של ארצות הברית
United States Navy	הצי האמריקני
United States Senate	הסנאט של ארצות הברית
United States Virgin Islands	איי הבתולה של ארצות הברית
United States dollar	דולר אמריקני
Universe	היקום
University	אוניברסיטה
University of Chicago	אוניברסיטת שיקגו
University of Pennsylvania	אוניברסיטת פנסילבניה
Unix	Unix
Unix	קטגוריה:יוניקס
Ununbium	אונונביום
Ununhexium	אונונהקסיום
Ununpentium	אונונפנטיום
Ununquadium	אונונקוודיום
Ununtrium	אונונטריום
Upanishad	אופנישדות
Uppsala	אופסלה
Upsilon	אופסילון
Ur	אור כשדים
Uracil	אורציל
Ural Mountains	הרי אורל
Urania	אוראניה
Uranium	אורניום
Uranus	אורנוס
Uranus	קטגוריה:אורנוס
Uranus (mythology)	אורנוס (מיתולוגיה)
Urdu	אורדו
Urea	שתנן
Urine	שתן
Ursa Major	הדובה הגדולה
Ursa Minor	הדובה הקטנה
Uruguay	אורוגוואי
Uruguay	קטגוריה:אורוגוואי
Utah	יוטה
Utah	קטגוריה:יוטה
Uterus	רחם
Utilitarianism	תועלתנות
Utopia	אוטופיה
Utrecht (city)	אוטרכט
Uttar Pradesh	אוטר פראדש
Uzbekistan	אוזבקיסטן
Uzbekistan	קטגוריה:אוזבקיסטן
V	V
Vaccine	חיסון
Vacuole	חלולית
Vacuum	ריק
Vacuum tube	שפופרת ריק
Vaduz	ואדוץ
Vagina	נרתיק
Valence (chemistry)	ערכיות
Valencia	ולנסיה
Valencia	ולנסיה (פירושונים)
Valentina Tereshkova	ולנטינה טרשקובה
Valentine's Day	יום ולנטיין
Valhalla	ואלהלה
Valkyrie	ולקיריה
Valletta	ולטה
Valley	עמק
Vampire	ערפד
Vanadium	ונדיום
Vancouver	ונקובר
Vancouver Island	ונקובר (אי)
Vandalism	ונדליזם
Vanir	ואניר
Vanuatu	ונואטו
Vanuatu	קטגוריה:ונואטו
Variance	שונות
Varna	ורנה
Vascular plant	וסקולאריים
Vatican City	קריית הוותיקן
Vatican City	קטגוריה:קריית הוותיקן
Vector (spatial)	וקטור (פיזיקה)
Vega	וגה
Vegetable	ירק
Vegetarianism	צמחונות
Vein	וריד
Vela (constellation)	מפרש (קבוצת כוכבים)
Velociraptor	ולוצירפטור
Velocity	מהירות
Veneto	ונטו
Venezuela	ונצואלה
Venezuela	קטגוריה:ונצואלה
Venice	ונציה
Venus	נוגה
Venus (disambiguation)	ונוס (פירושונים)
Venus (mythology)	ונוס
Verb	פועל
Vermont	ורמונט
Vermont	קטגוריה:ורמונט
Verona	ורונה
Versailles	ורסאי
Vertebra	חוליה (אנטומיה)
Vertebral column	עמוד השדרה
Vertebrate	בעלי חוליות
Vespasian	אספסיאנוס
Vesta (mythology)	וסטה
Veto	וטו
Vice President of the United States	סגן נשיא ארצות הברית
Victor Hugo	ויקטור הוגו
Victoria	ויקטוריה (סיישל)
Victoria	ויקטוריה (קולומביה הבריטית)
Victoria	ויקטוריה (פירושונים)
Victoria (Australia)	ויקטוריה (אוסטרליה)
Victoria Falls	מפלי ויקטוריה
Video	וידאו
Video game	משחק וידאו
Vienna	וינה
Vienna	קטגוריה:וינה
Vientiane	ויינטיאן
Vietnam	וייטנאם
Vietnam	קטגוריה:וייטנאם
Vietnam War	מלחמת וייטנאם
Viking	ויקינגים
Vilfredo Pareto	וילפרדו פארטו
Village	כפר
Vilnius	וילנה
Vincent van Gogh	וינסנט ואן גוך
Vincenzo Bellini	וינצ'נצו בליני
Vinegar	חומץ
Viola	ויולה
Violence	אלימות
Violin	כינור
